solution_id,pv_kw,bsv_kwh,electrolyzer_kw,h2_tank_kg,fuelcell_kw,lcoe_usd_kwh,rank,crowding_distance,milp_status,solve_time_sec,capex_total_usd,annualized_capex_usd,fixed_opex_annual_usd,variable_h2_opex_annual_usd,degradation_opex_annual_usd,grid_opex_annual_usd,grid_peak_opex_annual_usd,E_grid_total_kwh,E_load_total_kwh,E_grid_peak_opt_kwh,E_grid_peak_ref_kwh,R_peak_percent,P_peak_grid_opt_kw,P_peak_grid_ref_kw,Peak_reduction_percent,peak_grid_dependency_ratio,peak_grid_dependency_percent,total_grid_dependency_ratio,grid_dependency_objective,E_grid_peak_opt_kWh,E_grid_peak_ref_kWh
34,681.0,5340.0,0.0,0.0,0.0,0.1269191523255126,0,0.10239314334900138,OPTIMAL,13.37399999999999,1855800.0,155670.99029126213,30306.0,0.0,0.0,101887.83713376522,3.1889157980913296e-11,679252.2475584347,2268096.0450061434,6.377831596182659e-11,325732.2452614388,99.99999999999997,392.58978970996395,474.8149521321564,17.317306890391805,1.9579982298232995e-16,1.9579982298232996e-14,0.29948125391515107,0.04492218808727285,6.377831596182659e-11,325732.2452614388
35,676.0,5263.0,0.0,0.0,0.0,0.12689334598145985,0,0.07979663230731349,OPTIMAL,7.5150000000000015,1833860.0,153830.586407767,29917.2,0.0,0.0,104058.50975037832,2.887645678129047e-11,693723.3983358553,2268096.0450061434,5.775291356258094e-11,325732.2452614388,99.99999999999997,398.73440586933907,474.8149521321564,16.02319933716865,1.7730180049023816e-16,1.7730180049023817e-14,0.3058615616667928,0.0458792342500191,5.775291356258094e-11,325732.2452614388
36,670.0,5202.0,0.0,0.0,0.0,0.1268648660371393,0,0.09371462821944297,OPTIMAL,8.436999999999992,1814440.0,152201.56893203882,29588.8,0.0,0.0,105951.33197703103,2.3661073100811336e-11,706342.2131802068,2268096.0450061434,4.732214620162267e-11,325732.2452614388,99.99999999999999,406.10794526058936,474.8149521321564,14.470270273300844,1.4527928042138117e-16,1.4527928042138116e-14,0.3114251774017328,0.04671377661026006,4.732214620162267e-11,325732.2452614388
37,663.0,5166.0,0.0,0.0,0.0,0.12683897038311318,0,0.07240452321163217,OPTIMAL,11.662999999999993,1799520.0,150950.02718446602,29360.4,0.0,0.0,107372.53989412435,1.9255708139098715e-11,715816.9326274956,2268096.0450061434,3.851141627819743e-11,325732.2452614388,99.99999999999999,414.71040788371465,474.8149521321564,12.658519698788407,1.1823028526785074e-16,1.1823028526785074e-14,0.3156025663920051,0.047340384958800885,3.851141627819743e-11,325732.2452614388
38,660.0,5087.0,0.0,0.0,0.0,0.12681779858063766,0,0.07297108612452904,OPTIMAL,12.660000000000002,1779140.0,149240.48155339804,28982.8,0.0,0.0,109411.6658437319,1.6498802324349526e-11,729411.1056248794,2268096.0450061434,3.299760464869905e-11,325732.2452614388,99.99999999999999,418.3971775793398,474.8149521321564,11.882055166854489,1.0130284959112525e-16,1.0130284959112524e-14,0.32159621601161237,0.04823943240174196,3.299760464869905e-11,325732.2452614388
39,653.0,5051.0,0.0,0.0,0.0,0.12679182649715134,0,0.0723290322280037,OPTIMAL,10.602999999999989,1764220.0,147988.93980582524,28754.4,0.0,0.0,110832.70041146889,1.368505309073953e-11,738884.6694097925,2268096.0450061434,2.737010618147906e-11,325732.2452614388,99.99999999999999,427.09891592796066,474.8149521321564,10.049396294267254,8.402639462209614e-17,8.402639462209614e-15,0.32577309547215016,0.04886596432082261,2.737010618147906e-11,325732.2452614388
40,650.0,4995.0,0.0,0.0,0.0,0.1267735792882828,0,0.09576242537641236,OPTIMAL,13.113999999999997,1748900.0,146703.84466019418,28478.0,0.0,0.0,112352.80913483282,1.553246420371579e-11,749018.7275655521,2268096.0450061434,3.106492840743158e-11,325732.2452614388,99.99999999999999,430.7034499736528,474.8149521321564,9.29025127798122,9.536952162196374e-17,9.536952162196374e-15,0.3302411858680893,0.04953617788021349,3.106492840743158e-11,325732.2452614388
41,640.0,4929.0,0.0,0.0,0.0,0.12673876552150845,0,0.10597282167816335,OPTIMAL,6.8,1724380.0,144647.0213592233,28087.600000000002,0.0,0.0,114721.071469071,8.768097359279636e-12,764807.1431271401,2268096.0450061434,1.7536194718559273e-11,325732.2452614388,100.0,443.4507093926504,474.8149521321564,6.605571833545865,5.383622583783314e-17,5.383622583783315e-15,0.33720227360348337,0.05058034104052256,1.7536194718559273e-11,325732.2452614388
42,636.0,4813.0,0.0,0.0,0.0,0.12670920718900236,0,0.06293810481832605,OPTIMAL,6.806000000000011,1694860.0,142170.78058252425,27537.2,0.0,0.0,117680.67110871596,1.028865881380625e-11,784537.8073914398,2268096.0450061434,2.05773176276125e-11,325732.2452614388,99.99999999999999,448.7384089957977,474.8149521321564,5.491938073824754,6.317249190695494e-17,6.317249190695494e-15,0.34590149262806674,0.051885223894210075,2.05773176276125e-11,325732.2452614388
43,627.0,4732.0,0.0,0.0,0.0,0.12667055519789788,0,0.08821296116887038,OPTIMAL,12.015999999999998,1668040.0,139921.02524271843,27090.8,0.0,0.0,120289.16002036617,1.2121859072067309e-11,801927.7334691077,2268096.0450061434,2.4243718144134618e-11,325732.2452614388,99.99999999999999,453.84207778069685,474.8149521321564,4.417062743555333,7.442836408374663e-17,7.442836408374662e-15,0.3535686838459857,0.05303530257689793,2.4243718144134618e-11,325732.2452614388
44,623.0,4694.0,0.0,0.0,0.0,0.1266558678705787,0,0.09562254764630193,OPTIMAL,12.737,1655680.0,138884.22524271844,26883.600000000002,0.0,0.0,121499.84775136178,9.904965736495797e-12,809998.9850090786,2268096.0450061434,1.9809931472991593e-11,325732.2452614388,99.99999999999999,463.75352064433326,474.8149521321564,2.3296299828284184,6.081661168390551e-17,6.081661168390551e-15,0.3571272860302901,0.05356909290454358,1.9809931472991593e-11,325732.2452614388
45,527.0,3671.0,0.0,0.0,0.0,0.12643732511491604,0,inf,OPTIMAL,7.5119999999999925,1334620.0,111952.59029126214,21422.4,0.0,0.0,153397.00674303487,1.6342482922482304e-12,1022646.7116202326,2268096.0450061434,3.268496584496461e-12,325732.2452614388,100.0,468.24760011410217,474.8149521321564,1.3831392605821557,1.003430465372903e-17,1.003430465372903e-15,0.4508833362113916,0.06763250043170875,3.268496584496461e-12,325732.2452614388
