thermal_case,source_run,source_solution_id,pv_kw,bsv_kwh,biomethane_storage_nm3,chp_kw,P_peak_grid_opt_kw,base_lcoe_usd_kwh,recomputed_lcoe_usd_kwh,lcoe_audit_error,chp_electric_energy_kwh,chp_capacity_factor,heat_available_kwh_th,thermal_demand_kwh_th,heat_useful_kwh_th,heat_dumped_kwh_th,heat_utilization_ratio,thermal_demand_coverage_ratio,heat_credit_usd_per_year,adjusted_lcoe_usd_kwh,lcoe_reduction_usd_kwh,lcoe_reduction_percent,dominated_by_h2,n_h2_dominators,solver_status,solve_time_sec
T1,seed42,17,249.0,230.0,274.0,23.0,445.2476001141024,0.1798323053306534,0.17983230533065347,8.326672684688674e-17,26956.735996246753,0.1337936072873077,31507.87324236634,200000.0,30274.030902499464,1233.8423398668697,0.9608401896765341,0.15137015451249733,2421.922472199957,0.17876448349941634,0.001067821831237048,0.5937875451652969,True,38,OPTIMAL,10.775999999999994
T2,seed42,17,249.0,230.0,274.0,23.0,445.2476001141024,0.1798323053306534,0.17983230533065347,8.326672684688674e-17,26956.735996246753,0.1337936072873077,31507.87324236634,400000.0,31257.582212674264,250.29102969206798,0.9920562385227726,0.07814395553168565,2500.606577013941,0.17872979180062906,0.0011025135300243294,0.613078683497475,True,38,OPTIMAL,10.775999999999994
T0,seed43,8,242.0,255.0,250.0,21.0,447.9349765967564,0.1786353756972715,0.17863537569727153,2.7755575615628914e-17,23803.785003973877,0.12939652644038854,27822.605848800635,0.0,-6.516387429655878e-14,27822.605848800635,-2.3421197371190104e-18,0.0,-5.213109943724703e-15,0.1786353756972715,0.0,0.0,True,38,OPTIMAL,11.280999999999992
T1,seed43,8,242.0,255.0,250.0,21.0,447.9349765967564,0.1786353756972715,0.17863537569727153,2.7755575615628914e-17,23803.785003973877,0.12939652644038854,27822.605848800635,200000.0,27329.990853672436,492.61499512820103,0.9822944336053471,0.13664995426836218,2186.399268293795,0.17767139567838836,0.0009639800188831482,0.5396355649716207,True,36,OPTIMAL,11.280999999999992
T2,seed43,8,242.0,255.0,250.0,21.0,447.9349765967564,0.1786353756972715,0.17863537569727153,2.7755575615628914e-17,23803.785003973877,0.12939652644038854,27822.605848800635,400000.0,27725.095331143697,97.51051765694022,0.9964952773228054,0.06931273832785924,2218.007626491496,0.1776574596026797,0.000977916094591802,0.5474369736535555,True,36,OPTIMAL,11.280999999999992
T0,seed43,9,212.0,253.0,275.0,20.0,448.24760011410257,0.1785389203925819,0.17853892039258196,5.551115123125783e-17,22643.173369786622,0.1292418571334853,26466.046795854498,0.0,-6.52361733620566e-14,26466.046795854498,-2.4649005522152572e-18,0.0,-5.218893868964528e-15,0.1785389203925819,0.0,0.0,True,38,OPTIMAL,11.676999999999984
T1,seed43,9,212.0,253.0,275.0,20.0,448.24760011410257,0.1785389203925819,0.17853892039258196,5.551115123125783e-17,22643.173369786622,0.1292418571334853,26466.046795854498,200000.0,26019.285788545065,446.7610073094308,0.9831194658289726,0.13009642894272533,2081.5428630836054,0.17762117139880948,0.0009177489937724215,0.5140330140646201,True,36,OPTIMAL,11.676999999999984
T2,seed43,9,212.0,253.0,275.0,20.0,448.24760011410257,0.1785389203925819,0.17853892039258196,5.551115123125783e-17,22643.173369786622,0.1292418571334853,26466.046795854498,400000.0,26385.795243822566,80.25155203193128,0.9969677544723263,0.06596448810955641,2110.863619505805,0.1776082439231469,0.00093067646943501,0.5212737185755262,True,36,OPTIMAL,11.676999999999984
T0,seed43,10,206.0,290.0,232.0,20.0,448.6937270185009,0.1770125942932474,0.17701259429324742,2.7755575615628914e-17,22562.905191852846,0.12878370543295004,26372.22684762021,0.0,0.0,26372.22684762021,0.0,0.0,0.0,0.1770125942932474,0.0,0.0,True,36,OPTIMAL,11.736999999999991
T1,seed43,10,206.0,290.0,232.0,20.0,448.6937270185009,0.1770125942932474,0.17701259429324742,2.7755575615628914e-17,22562.905191852846,0.12878370543295004,26372.22684762021,200000.0,25977.754480880154,394.472366740055,0.9850421290162816,0.12988877240440078,2078.2203584704125,0.17609631018656408,0.0009162841066833183,0.5176378044408292,True,35,OPTIMAL,11.736999999999991
T2,seed43,10,206.0,290.0,232.0,20.0,448.6937270185009,0.1770125942932474,0.17701259429324742,2.7755575615628914e-17,22562.905191852846,0.12878370543295004,26372.22684762021,400000.0,26297.8545508506,74.3722967696123,0.9971799007645681,0.06574463637712649,2103.828364068048,0.17608501965693504,0.0009275746363123505,0.5240161808914493,True,35,OPTIMAL,11.736999999999991
T0,seed43,11,206.0,291.0,217.0,19.0,449.2476001141023,0.176811587805854,0.176811587805854,0.0,21445.141584504323,0.1288460801760654,25065.74990396609,0.0,-6.272397152679173e-14,25065.74990396609,-2.5023776175500367e-18,0.0,-5.017917722143338e-15,0.176811587805854,0.0,0.0,True,36,OPTIMAL,10.777999999999983
T1,seed43,11,206.0,291.0,217.0,19.0,449.2476001141023,0.176811587805854,0.176811587805854,0.0,21445.141584504323,0.1288460801760654,25065.74990396609,200000.0,24692.7167030469,373.03320091919,0.9851178120603459,0.1234635835152345,1975.417336243752,0.1759406293909345,0.0008709584149194927,0.49259125248953645,True,35,OPTIMAL,10.777999999999983
T2,seed43,11,206.0,291.0,217.0,19.0,449.2476001141023,0.176811587805854,0.176811587805854,0.0,21445.141584504323,0.1288460801760654,25065.74990396609,400000.0,25001.433120568217,64.31678339787045,0.9974340770316352,0.06250358280142054,2000.1146496454573,0.17592974038407075,0.0008818474217832384,0.4987497893811922,True,35,OPTIMAL,10.777999999999983
T0,seed43,12,206.0,313.0,212.0,18.0,451.6051142380329,0.1760417945530227,0.17604179455302274,2.7755575615628914e-17,20365.465899649007,0.12915693746606421,23803.79131127806,0.0,-4.059760600312381e-12,23803.791311278066,-1.7055100791397448e-16,0.0,-3.247808480249905e-13,0.1760417945530227,0.0,0.0,True,35,OPTIMAL,12.431999999999995
T1,seed43,12,206.0,313.0,212.0,18.0,451.6051142380329,0.1760417945530227,0.17604179455302274,2.7755575615628914e-17,20365.465899649007,0.12915693746606421,23803.79131127806,200000.0,23393.143420282548,410.64789099551155,0.9827486350545785,0.11696571710141274,1871.4514736226038,0.1752166745243788,0.0008251200286439053,0.46870689471151933,True,34,OPTIMAL,12.431999999999995
T2,seed43,12,206.0,313.0,212.0,18.0,451.6051142380329,0.1760417945530227,0.17604179455302274,2.7755575615628914e-17,20365.465899649007,0.12915693746606421,23803.79131127806,400000.0,23754.58391038426,49.2074008937994,0.9979327914511464,0.059386459775960646,1900.3667128307407,0.17520392584062186,0.0008378687124008521,0.47594874531257475,True,34,OPTIMAL,12.431999999999995
T0,seed43,13,206.0,323.0,208.0,18.0,457.263901370698,0.1756872637582665,0.17568726375826652,2.7755575615628914e-17,20066.746522573834,0.12726247160434953,23454.638792618767,0.0,0.0,23454.638792618767,0.0,0.0,0.0,0.1756872637582665,0.0,0.0,True,36,OPTIMAL,12.289999999999985
T1,seed43,13,206.0,323.0,208.0,18.0,457.263901370698,0.1756872637582665,0.17568726375826652,2.7755575615628914e-17,20066.746522573834,0.12726247160434953,23454.638792618767,200000.0,23209.86226071422,244.77653190454703,0.9895638328064307,0.1160493113035711,1856.7889808571376,0.17486860839975757,0.0008186553585089185,0.4659730825083209,True,35,OPTIMAL,12.289999999999985
T2,seed43,13,206.0,323.0,208.0,18.0,457.263901370698,0.1756872637582665,0.17568726375826652,2.7755575615628914e-17,20066.746522573834,0.12726247160434953,23454.638792618767,400000.0,23413.20370182013,41.43509079863635,0.998233394631868,0.05853300925455032,1873.0562961456105,0.17486143616588137,0.0008258275923851144,0.4700554694285614,True,35,OPTIMAL,12.289999999999985
T0,seed43,14,242.0,575.0,191.0,21.0,457.8096680508502,0.1682453963728939,0.16824539637289398,8.326672684688674e-17,23302.230650702935,0.12667009486139885,27236.373487834608,0.0,-2.1381896253558347e-14,27236.373487834608,-7.8504931146978065e-19,0.0,-1.7105517002846678e-15,0.1682453963728939,0.0,0.0,True,28,OPTIMAL,16.43499999999999
T1,seed43,14,242.0,575.0,191.0,21.0,457.8096680508502,0.1682453963728939,0.16824539637289398,8.326672684688674e-17,23302.230650702935,0.12667009486139885,27236.373487834608,200000.0,27025.759412869364,210.61407496524345,0.9922671762795691,0.13512879706434683,2162.0607530295492,0.1672921471673367,0.0009532492055571995,0.5665826382817913,True,25,OPTIMAL,16.43499999999999
T2,seed43,14,242.0,575.0,191.0,21.0,457.8096680508502,0.1682453963728939,0.16824539637289398,8.326672684688674e-17,23302.230650702935,0.12667009486139885,27236.373487834608,400000.0,27174.77393068565,61.5995571489577,0.997738334834611,0.06793693482671412,2173.981914454852,0.16728689114590342,0.0009585052269904804,0.5697066592336821,True,25,OPTIMAL,16.43499999999999
T0,seed43,15,266.0,619.0,187.0,22.0,461.13987986295103,0.167261545367826,0.16726154536782603,2.7755575615628914e-17,24380.995841153017,0.12650994106036226,28497.267866282746,0.0,0.0,28497.267866282746,0.0,0.0,0.0,0.167261545367826,0.0,0.0,True,26,OPTIMAL,12.575999999999986
T1,seed43,15,266.0,619.0,187.0,22.0,461.13987986295103,0.167261545367826,0.16726154536782603,2.7755575615628914e-17,24380.995841153017,0.12650994106036226,28497.267866282746,200000.0,28279.37923076179,217.88863552095248,0.9923540517447725,0.14139689615380896,2262.3503384609435,0.16626407864085818,0.0009974667269678217,0.5963514953627183,True,23,OPTIMAL,12.575999999999986
T2,seed43,15,266.0,619.0,187.0,22.0,461.13987986295103,0.167261545367826,0.16726154536782603,2.7755575615628914e-17,24380.995841153017,0.12650994106036226,28497.267866282746,400000.0,28424.58814580756,72.67972047518492,0.997449589875906,0.0710614703645189,2273.9670516646047,0.1662589568501698,0.0010025885176561944,0.599413640147468,True,23,OPTIMAL,12.575999999999986
T0,seed42,23,232.0,647.0,182.0,28.0,462.5668151816717,0.166196214672857,0.16619621467285703,2.7755575615628914e-17,30942.77017705646,0.12615284644918648,36166.87423292313,0.0,0.0,36166.87423292313,0.0,0.0,0.0,0.166196214672857,0.0,0.0,True,23,OPTIMAL,12.669999999999995
T1,seed42,23,232.0,647.0,182.0,28.0,462.5668151816717,0.166196214672857,0.16619621467285703,2.7755575615628914e-17,30942.77017705646,0.12615284644918648,36166.87423292313,200000.0,35937.15152458869,229.72270833444165,0.9936482564997192,0.17968575762294345,2874.9721219670955,0.16492864395939574,0.001267570713461258,0.7626952972162225,True,21,OPTIMAL,12.669999999999995
T2,seed42,23,232.0,647.0,182.0,28.0,462.5668151816717,0.166196214672857,0.16619621467285703,2.7755575615628914e-17,30942.77017705646,0.12615284644918648,36166.87423292313,400000.0,36068.69678084094,98.17745208219351,0.9972854316508,0.09017174195210234,2885.4957424672752,0.16492400411157124,0.0012722105612857637,0.765487086327448,True,21,OPTIMAL,12.669999999999995
T0,seed43,16,304.0,1500.0,250.0,17.0,468.2476001141024,0.1426389278527557,0.14263892785275575,5.551115123125783e-17,14231.477574842402,0.09556458215714747,16634.194567997616,0.0,-6.644035970743792e-14,16634.194567997616,-3.9942035928365276e-18,0.0,-5.315228776595034e-15,0.1426389278527557,0.0,0.0,True,1,OPTIMAL,14.552000000000005
T1,seed43,16,304.0,1500.0,250.0,17.0,468.2476001141024,0.1426389278527557,0.14263892785275575,5.551115123125783e-17,14231.477574842402,0.09556458215714747,16634.194567997616,200000.0,16486.383363745917,147.81120425169644,0.9911140149498989,0.08243191681872959,1318.9106690996734,0.1420574222009101,0.0005815056518455874,0.40767668447835514,False,0,OPTIMAL,14.552000000000005
T2,seed43,16,304.0,1500.0,250.0,17.0,468.2476001141024,0.1426389278527557,0.14263892785275575,5.551115123125783e-17,14231.477574842402,0.09556458215714747,16634.194567997616,400000.0,16618.220819683927,15.973748313690681,0.9990397041318477,0.041545552049209816,1329.4576655747142,0.14205277204665484,0.0005861558061008576,0.4109367722575275,False,0,OPTIMAL,14.552000000000005
