thermal_case,source_run,source_solution_id,pv_kw,bsv_kwh,biomethane_storage_nm3,chp_kw,P_peak_grid_opt_kw,base_lcoe_usd_kwh,recomputed_lcoe_usd_kwh,lcoe_audit_error,chp_electric_energy_kwh,chp_capacity_factor,heat_available_kwh_th,thermal_demand_kwh_th,heat_useful_kwh_th,heat_dumped_kwh_th,heat_utilization_ratio,thermal_demand_coverage_ratio,heat_credit_usd_per_year,adjusted_lcoe_usd_kwh,lcoe_reduction_usd_kwh,lcoe_reduction_percent,dominated_by_h2,n_h2_dominators,solver_status,solve_time_sec
T1,seed42,13,240.0,70.0,168.0,29.0,439.24760011410217,0.1842310197452163,0.18423101974521638,8.326672684688674e-17,37398.755529640475,0.147216011374746,43712.83113854081,200000.0,39267.37390295278,4445.457235588039,0.8983031499035405,0.1963368695147639,3141.3899122362222,0.18284598584457842,0.0013850339006378776,0.7517919091764899,True,43,OPTIMAL,9.271999999999986
T2,seed42,13,240.0,70.0,168.0,29.0,439.24760011410217,0.1842310197452163,0.18423101974521638,8.326672684688674e-17,37398.755529640475,0.147216011374746,43712.83113854081,400000.0,42203.68474484756,1509.1463936932569,0.9654758945054314,0.1055092118621189,3376.294779587805,0.18274241665584465,0.001488603089371654,0.8080089289145383,True,42,OPTIMAL,9.271999999999986
T0,seed42,14,251.0,113.0,300.0,29.0,439.2476001141031,0.1841112831778918,0.18411128317789185,5.551115123125783e-17,37317.77158184415,0.1468972271368452,43618.17457618147,0.0,-2.4436452861209545e-13,43618.17457618147,-5.6023556920131945e-18,0.0,-1.9549162288967637e-14,0.1841112831778918,0.0,0.0,True,45,OPTIMAL,10.710999999999991
T1,seed42,14,251.0,113.0,300.0,29.0,439.2476001141031,0.1841112831778918,0.18411128317789185,5.551115123125783e-17,37317.77158184415,0.1468972271368452,43618.17457618147,200000.0,39130.42966869871,4487.744907482767,0.8971129591944598,0.19565214834349354,3130.4343734958966,0.18273107955715517,0.0013802036207366253,0.749657270816502,True,42,OPTIMAL,10.710999999999991
T2,seed42,14,251.0,113.0,300.0,29.0,439.2476001141031,0.1841112831778918,0.18411128317789185,5.551115123125783e-17,37317.77158184415,0.1468972271368452,43618.17457618147,400000.0,42085.426035395634,1532.7485407858383,0.9648598650521515,0.10521356508848909,3366.834082831651,0.1826268512949278,0.001484431882963988,0.8062688268430034,True,42,OPTIMAL,10.710999999999991
T0,seed42,15,249.0,114.0,288.0,28.0,440.24760011410217,0.1838903840195606,0.1838903840195606,0.0,35759.555995357485,0.1457907534057301,41796.883630937315,0.0,0.0,41796.883630937315,0.0,0.0,0.0,0.1838903840195606,0.0,0.0,True,45,OPTIMAL,20.105999999999998
T1,seed42,15,249.0,114.0,288.0,28.0,440.24760011410217,0.1838903840195606,0.1838903840195606,0.0,35759.555995357485,0.1457907534057301,41796.883630937315,200000.0,37737.80720185566,4059.0764290816587,0.902885668105715,0.1886890360092783,3019.024576148453,0.18255930080428157,0.0013310832152790275,0.7238460142306511,True,42,OPTIMAL,20.105999999999998
T2,seed42,15,249.0,114.0,288.0,28.0,440.24760011410217,0.1838903840195606,0.1838903840195606,0.0,35759.555995357485,0.1457907534057301,41796.883630937315,400000.0,40462.88353219739,1334.0000987399344,0.9680837425459987,0.10115720883049348,3237.030682575791,0.1824631822528175,0.0014272017667431025,0.7761154963879403,True,42,OPTIMAL,20.105999999999998
T0,seed42,16,241.0,129.0,227.0,26.0,442.2476001141025,0.1826997698082532,0.1826997698082532,0.0,32703.733684499945,0.14358857430848238,38225.14326759735,0.0,-1.710551700284668e-13,38225.14326759735,-4.474938624323396e-18,0.0,-1.3684413602277344e-14,0.1826997698082532,0.0,0.0,True,42,OPTIMAL,22.496999999999986
T1,seed42,16,241.0,129.0,227.0,26.0,442.2476001141025,0.1826997698082532,0.1826997698082532,0.0,32703.733684499945,0.14358857430848238,38225.14326759735,200000.0,34919.806715633225,3305.3365519641166,0.9135297798931734,0.17459903357816614,2793.5845372506583,0.18146808275364124,0.001231687054611963,0.6741590621075447,True,40,OPTIMAL,22.496999999999986
T2,seed42,16,241.0,129.0,227.0,26.0,442.2476001141025,0.1826997698082532,0.1826997698082532,0.0,32703.733684499945,0.14358857430848238,38225.14326759735,400000.0,37278.52719655881,946.6160710385338,0.9752357744113163,0.09319631799139702,2982.2821757247048,0.18138488625987303,0.0013148835483801635,0.7196963355565025,True,40,OPTIMAL,22.496999999999986
T0,seed43,0,229.0,118.0,180.0,25.0,443.24760011410217,0.1824317355828486,0.18243173558284864,5.551115123125783e-17,30383.58499201095,0.13873783101374862,35513.281159493315,0.0,-1.1810952216251278e-13,35513.281159493315,-3.32578456020643e-18,0.0,-9.448761773001023e-15,0.1824317355828486,0.0,0.0,True,43,OPTIMAL,7.554999999999995
T1,seed43,0,229.0,118.0,180.0,25.0,443.24760011410217,0.1824317355828486,0.18243173558284864,5.551115123125783e-17,30383.58499201095,0.13873783101374862,35513.281159493315,200000.0,33215.66948199059,2297.611677502726,0.9353027486482044,0.16607834740995295,2657.2535585592473,0.18126015664358366,0.0011715789392649223,0.6422012790273913,True,41,OPTIMAL,7.554999999999995
T2,seed43,0,229.0,118.0,180.0,25.0,443.24760011410217,0.1824317355828486,0.18243173558284864,5.551115123125783e-17,30383.58499201095,0.13873783101374862,35513.281159493315,400000.0,34887.43215697629,625.8490025170167,0.9823770436838466,0.08721858039244072,2790.9945725581033,0.18120119043962007,0.001230545143228512,0.674523617997198,True,41,OPTIMAL,7.554999999999995
T0,seed43,1,223.0,134.0,191.0,25.0,443.2476001141024,0.1819924357681663,0.18199243576816634,5.551115123125783e-17,31193.91848669453,0.14243798395750926,36460.42420522737,0.0,-3.9505598792288765e-13,36460.42420522737,-1.083519998832729e-17,0.0,-3.1604479033831014e-14,0.1819924357681663,0.0,0.0,True,43,OPTIMAL,9.56499999999998
T1,seed43,1,223.0,134.0,191.0,25.0,443.2476001141024,0.1819924357681663,0.18199243576816634,5.551115123125783e-17,31193.91848669453,0.14243798395750926,36460.42420522737,200000.0,33513.6898084572,2946.734396770166,0.9191799201187656,0.16756844904228602,2681.095184676576,0.1808103450932234,0.0011820906749428761,0.6495273663179604,True,40,OPTIMAL,9.56499999999998
T2,seed43,1,223.0,134.0,191.0,25.0,443.2476001141024,0.1819924357681663,0.18199243576816634,5.551115123125783e-17,31193.91848669453,0.14243798395750926,36460.42420522737,400000.0,35650.617042298705,809.8071629286683,0.9777894201567583,0.08912654260574676,2852.0493633838964,0.18073497166312388,0.0012574641050424051,0.6909430602073177,True,40,OPTIMAL,9.56499999999998
T0,seed43,2,208.0,135.0,196.0,25.0,443.4132164387021,0.1818002142053701,0.18180021420537015,5.551115123125783e-17,28708.632666027443,0.13108964687683763,33555.544674577526,0.0,-1.7920065431553667e-13,33555.544674577526,-5.340418582187501e-18,0.0,-1.4336052345242933e-14,0.1818002142053701,0.0,0.0,True,42,OPTIMAL,10.544999999999996
T1,seed43,2,208.0,135.0,196.0,25.0,443.4132164387021,0.1818002142053701,0.18180021420537015,5.551115123125783e-17,28708.632666027443,0.13108964687683763,33555.544674577526,200000.0,32646.853829679218,908.6908448983053,0.9729198004767673,0.1632342691483961,2611.7483063743375,0.18064869846064455,0.0011515157447255508,0.6333962530015198,True,40,OPTIMAL,10.544999999999996
T2,seed43,2,208.0,135.0,196.0,25.0,443.4132164387021,0.1818002142053701,0.18180021420537015,5.551115123125783e-17,28708.632666027443,0.13108964687683763,33555.544674577526,400000.0,33377.9313879774,177.6132866001235,0.9947068870935452,0.0834448284699435,2670.234511038192,0.18062291198445338,0.0011773022209167205,0.6475802165924758,True,40,OPTIMAL,10.544999999999996
T0,seed43,3,208.0,136.0,196.0,25.0,443.888325495238,0.1817663688987137,0.18176636889871373,2.7755575615628914e-17,28628.00334873591,0.13072147647824617,33461.3026154056,0.0,-2.1178259146381606e-13,33461.3026154056,-6.329179527108764e-18,0.0,-1.6942607317105287e-14,0.1817663688987137,0.0,0.0,True,43,OPTIMAL,9.091999999999981
T1,seed43,3,208.0,136.0,196.0,25.0,443.888325495238,0.1817663688987137,0.18176636889871373,2.7755575615628914e-17,28628.00334873591,0.13072147647824617,33461.3026154056,200000.0,32630.986295269624,830.3163201359794,0.9751857741559141,0.16315493147634813,2610.4789036215698,0.1806154128316771,0.001150956067036607,0.6332062823337569,True,41,OPTIMAL,9.091999999999981
T2,seed43,3,208.0,136.0,196.0,25.0,443.888325495238,0.1817663688987137,0.18176636889871373,2.7755575615628914e-17,28628.00334873591,0.13072147647824617,33461.3026154056,400000.0,33300.54769913414,160.7549162714593,0.9951957962270888,0.08325136924783536,2664.0438159307314,0.18059179614559048,0.0011745727531232153,0.646199162276123,True,41,OPTIMAL,9.091999999999981
T0,seed43,4,207.0,137.0,196.0,25.0,444.4525024531778,0.1817269387936106,0.18172693879361065,5.551115123125783e-17,28545.09179799279,0.1303428849223415,33364.39301064092,0.0,-1.873461386026065e-13,33364.39301064092,-5.615152013790754e-18,0.0,-1.498769108820852e-14,0.1817269387936106,0.0,0.0,True,43,OPTIMAL,7.340999999999994
T1,seed43,4,207.0,137.0,196.0,25.0,444.4525024531778,0.1817269387936106,0.18172693879361065,5.551115123125783e-17,28545.09179799279,0.1303428849223415,33364.39301064092,200000.0,32593.27133448865,771.1216761522683,0.9768878853601103,0.16296635667244325,2607.461706759092,0.18057731300395316,0.001149625789657438,0.6326116520143892,True,41,OPTIMAL,7.340999999999994
T2,seed43,4,207.0,137.0,196.0,25.0,444.4525024531778,0.1817269387936106,0.18172693879361065,5.551115123125783e-17,28545.09179799279,0.1303428849223415,33364.39301064092,400000.0,33216.024236505065,148.36877413585114,0.9955530803725836,0.08304006059126266,2657.281938920405,0.18055534734148881,0.001171591452121784,0.644698832159592,True,41,OPTIMAL,7.340999999999994
T0,seed43,5,207.0,138.0,196.0,25.0,445.0569792098141,0.1816927970705297,0.18169279707052974,2.7755575615628914e-17,28458.139492674578,0.129945842432304,33262.760445983266,0.0,-2.817064443442612e-13,33262.760445983266,-8.469124046446344e-18,0.0,-2.2536515547540895e-14,0.1816927970705297,0.0,0.0,True,43,OPTIMAL,10.390999999999984
T1,seed43,5,207.0,138.0,196.0,25.0,445.0569792098141,0.1816927970705297,0.18169279707052974,2.7755575615628914e-17,28458.139492674578,0.129945842432304,33262.760445983266,200000.0,32563.109605092635,699.6508408906336,0.978965941746572,0.16281554802546316,2605.048768407411,0.18054423514161883,0.001148561928910885,0.6321449982769736,True,41,OPTIMAL,10.390999999999984
T2,seed43,5,207.0,138.0,196.0,25.0,445.0569792098141,0.1816927970705297,0.18169279707052974,2.7755575615628914e-17,28458.139492674578,0.129945842432304,33262.760445983266,400000.0,33116.675370823934,146.08507515933792,0.9956081493778436,0.08279168842705983,2649.334029665915,0.18052470983917143,0.001168087231358278,0.6428913254634132,True,41,OPTIMAL,10.390999999999984
T0,seed42,17,249.0,230.0,274.0,23.0,445.2476001141024,0.1798323053306534,0.17983230533065347,8.326672684688674e-17,26956.735996246753,0.1337936072873077,31507.87324236634,0.0,-6.763412132492309e-14,31507.87324236634,-2.146578437861062e-18,0.0,-5.4107297059938475e-15,0.1798323053306534,0.0,0.0,True,40,OPTIMAL,10.775999999999994
