route,global_solution_id,source_run,source_solution_id,month,monthly_peak_grid_kw,demand_charge_usd_kw_month,monthly_demand_charge_usd
H2,5,warm_start_20260831_030140,5,3,355.3151603765601,30.0,10659.454811296802
H2,5,warm_start_20260831_030140,5,4,355.3151603765601,30.0,10659.454811296802
H2,5,warm_start_20260831_030140,5,5,355.3151603765601,30.0,10659.454811296802
H2,5,warm_start_20260831_030140,5,6,355.3151603765601,30.0,10659.454811296802
H2,5,warm_start_20260831_030140,5,7,355.3151603765601,30.0,10659.454811296802
H2,5,warm_start_20260831_030140,5,8,355.3151603765601,30.0,10659.454811296802
H2,5,warm_start_20260831_030140,5,9,355.3151603765601,30.0,10659.454811296802
H2,5,warm_start_20260831_030140,5,10,355.3151603765601,30.0,10659.454811296802
H2,5,warm_start_20260831_030140,5,11,355.3151603765601,30.0,10659.454811296802
H2,5,warm_start_20260831_030140,5,12,356.2522600419826,30.0,10687.567801259478
H2,6,warm_start_20260831_030140,6,1,354.13036141458815,30.0,10623.910842437645
H2,6,warm_start_20260831_030140,6,2,354.13036141458815,30.0,10623.910842437645
H2,6,warm_start_20260831_030140,6,3,354.13036141458815,30.0,10623.910842437645
H2,6,warm_start_20260831_030140,6,4,354.1303614145882,30.0,10623.910842437646
H2,6,warm_start_20260831_030140,6,5,354.13036141458815,30.0,10623.910842437645
H2,6,warm_start_20260831_030140,6,6,354.13036141458815,30.0,10623.910842437645
H2,6,warm_start_20260831_030140,6,7,354.1303614145882,30.0,10623.910842437646
H2,6,warm_start_20260831_030140,6,8,354.13036141458815,30.0,10623.910842437645
H2,6,warm_start_20260831_030140,6,9,354.13036141458815,30.0,10623.910842437645
H2,6,warm_start_20260831_030140,6,10,354.1303614145882,30.0,10623.910842437646
H2,6,warm_start_20260831_030140,6,11,354.13036141458844,30.0,10623.910842437654
H2,6,warm_start_20260831_030140,6,12,358.2476001141024,30.0,10747.428003423072
H2,7,warm_start_20260831_030140,7,1,357.67814697402474,30.0,10730.344409220743
H2,7,warm_start_20260831_030140,7,2,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,3,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,4,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,5,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,6,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,7,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,8,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,9,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,10,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,11,357.6781469740245,30.0,10730.344409220736
H2,7,warm_start_20260831_030140,7,12,358.6139342315874,30.0,10758.418026947622
H2,8,warm_start_20260831_030140,8,1,357.44990888656866,30.0,10723.49726659706
H2,8,warm_start_20260831_030140,8,2,357.4499088865687,30.0,10723.497266597062
H2,8,warm_start_20260831_030140,8,3,357.44990888656866,30.0,10723.49726659706
H2,8,warm_start_20260831_030140,8,4,357.44990888656866,30.0,10723.49726659706
H2,8,warm_start_20260831_030140,8,5,357.4499088865687,30.0,10723.497266597062
H2,8,warm_start_20260831_030140,8,6,357.4499088865687,30.0,10723.497266597062
H2,8,warm_start_20260831_030140,8,7,357.44990888656883,30.0,10723.497266597065
H2,8,warm_start_20260831_030140,8,8,357.4499088865689,30.0,10723.497266597067
H2,8,warm_start_20260831_030140,8,9,357.44990888656866,30.0,10723.49726659706
H2,8,warm_start_20260831_030140,8,10,357.44990888656866,30.0,10723.49726659706
H2,8,warm_start_20260831_030140,8,11,357.4499088865687,30.0,10723.497266597062
H2,8,warm_start_20260831_030140,8,12,361.2476001141024,30.0,10837.428003423072
H2,9,warm_start_20260831_030140,9,1,360.69070828913846,30.0,10820.721248674154
H2,9,warm_start_20260831_030140,9,2,360.69070828913846,30.0,10820.721248674154
H2,9,warm_start_20260831_030140,9,3,360.69070828913846,30.0,10820.721248674154
H2,9,warm_start_20260831_030140,9,4,360.69070828913846,30.0,10820.721248674154
H2,9,warm_start_20260831_030140,9,5,360.6907082891386,30.0,10820.72124867416
H2,9,warm_start_20260831_030140,9,6,360.6907082891385,30.0,10820.721248674156
H2,9,warm_start_20260831_030140,9,7,360.69070828913846,30.0,10820.721248674154
H2,9,warm_start_20260831_030140,9,8,360.6907082891386,30.0,10820.72124867416
H2,9,warm_start_20260831_030140,9,9,360.69070828913846,30.0,10820.721248674154
H2,9,warm_start_20260831_030140,9,10,360.69070828913846,30.0,10820.721248674154
H2,9,warm_start_20260831_030140,9,11,360.69070828913846,30.0,10820.721248674154
H2,9,warm_start_20260831_030140,9,12,362.05226530430394,30.0,10861.56795912912
H2,10,warm_start_20260831_030140,10,1,361.95066387788415,30.0,10858.519916336525
H2,10,warm_start_20260831_030140,10,2,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,3,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,4,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,5,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,6,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,7,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,8,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,9,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,10,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,11,361.9506638778839,30.0,10858.519916336518
H2,10,warm_start_20260831_030140,10,12,364.2476001141024,30.0,10927.428003423072
H2,11,warm_start_20260831_030140,11,1,365.82345004219405,30.0,10974.703501265822
H2,11,warm_start_20260831_030140,11,2,365.8234500421941,30.0,10974.703501265823
H2,11,warm_start_20260831_030140,11,3,365.82345004219405,30.0,10974.703501265822
H2,11,warm_start_20260831_030140,11,4,365.82345004219405,30.0,10974.703501265822
H2,11,warm_start_20260831_030140,11,5,365.82345004219405,30.0,10974.703501265822
H2,11,warm_start_20260831_030140,11,6,365.82345004219405,30.0,10974.703501265822
H2,11,warm_start_20260831_030140,11,7,365.82345004219405,30.0,10974.703501265822
H2,11,warm_start_20260831_030140,11,8,365.8234500421941,30.0,10974.703501265823
H2,11,warm_start_20260831_030140,11,9,365.82345004219405,30.0,10974.703501265822
H2,11,warm_start_20260831_030140,11,10,365.82345004219405,30.0,10974.703501265822
H2,11,warm_start_20260831_030140,11,11,365.82345004219405,30.0,10974.703501265822
H2,11,warm_start_20260831_030140,11,12,366.69099209102114,30.0,11000.729762730634
H2,12,warm_start_20260831_030140,12,1,368.3573428219125,30.0,11050.720284657375
H2,12,warm_start_20260831_030140,12,2,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,3,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,4,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,5,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,6,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,7,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,8,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,9,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,10,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,11,368.3573428219124,30.0,11050.720284657373
H2,12,warm_start_20260831_030140,12,12,369.21438560785737,30.0,11076.431568235721
H2,13,warm_start_20260831_030140,13,1,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,2,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,3,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,4,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,5,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,6,368.6201953940254,30.0,11058.605861820763
H2,13,warm_start_20260831_030140,13,7,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,8,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,9,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,10,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,11,368.62019539402536,30.0,11058.60586182076
H2,13,warm_start_20260831_030140,13,12,369.8845469503185,30.0,11096.536408509555
H2,14,warm_start_20260831_030140,14,1,367.5724098345884,30.0,11027.172295037653
H2,14,warm_start_20260831_030140,14,2,367.57240983458814,30.0,11027.172295037644
H2,14,warm_start_20260831_030140,14,3,367.57240983458814,30.0,11027.172295037644
H2,14,warm_start_20260831_030140,14,4,367.57240983458814,30.0,11027.172295037644
H2,14,warm_start_20260831_030140,14,5,367.57240983458814,30.0,11027.172295037644
H2,14,warm_start_20260831_030140,14,6,367.57240983458814,30.0,11027.172295037644
H2,14,warm_start_20260831_030140,14,7,367.57240983458826,30.0,11027.172295037648
H2,14,warm_start_20260831_030140,14,8,367.57240983458814,30.0,11027.172295037644
H2,14,warm_start_20260831_030140,14,9,367.57240983458814,30.0,11027.172295037644
H2,14,warm_start_20260831_030140,14,10,367.57240983458814,30.0,11027.172295037644
H2,14,warm_start_20260831_030140,14,11,367.57240983458814,30.0,11027.172295037644
H2,14,warm_start_20260831_030140,14,12,371.2476001141024,30.0,11137.428003423072
H2,15,warm_start_20260831_030140,15,1,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,2,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,3,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,4,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,5,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,6,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,7,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,8,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,9,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,10,365.74788743464796,30.0,10972.436623039439
H2,15,warm_start_20260831_030140,15,11,368.5668151816717,30.0,11057.004455450151
H2,15,warm_start_20260831_030140,15,12,374.2476001141024,30.0,11227.428003423072
H2,16,warm_start_20260831_030140,16,1,374.2291891496393,30.0,11226.87567448918
H2,16,warm_start_20260831_030140,16,2,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,3,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,4,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,5,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,6,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,7,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,8,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,9,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,10,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,11,374.22918914963884,30.0,11226.875674489165
H2,16,warm_start_20260831_030140,16,12,375.2476001141024,30.0,11257.428003423072
H2,17,warm_start_20260831_030140,17,1,370.84371253473313,30.0,11125.311376041995
H2,17,warm_start_20260831_030140,17,2,370.9307451310128,30.0,11127.922353930386
H2,17,warm_start_20260831_030140,17,3,370.9307451310124,30.0,11127.922353930371
H2,17,warm_start_20260831_030140,17,4,370.93074513101243,30.0,11127.922353930373
H2,17,warm_start_20260831_030140,17,5,370.9307451310125,30.0,11127.922353930375
H2,17,warm_start_20260831_030140,17,6,370.93074513101254,30.0,11127.922353930377
H2,17,warm_start_20260831_030140,17,7,370.9307451310125,30.0,11127.922353930375
H2,17,warm_start_20260831_030140,17,8,370.9307451310124,30.0,11127.922353930371
H2,17,warm_start_20260831_030140,17,9,370.93074513101254,30.0,11127.922353930377
H2,17,warm_start_20260831_030140,17,10,370.9307451310124,30.0,11127.922353930371
H2,17,warm_start_20260831_030140,17,11,370.9307451310124,30.0,11127.922353930371
H2,17,warm_start_20260831_030140,17,12,376.2476001141024,30.0,11287.428003423072
H2,18,warm_start_20260831_030140,18,1,376.39422219909557,30.0,11291.826665972867
H2,18,warm_start_20260831_030140,18,2,376.39422219909557,30.0,11291.826665972867
H2,18,warm_start_20260831_030140,18,3,376.39422219909557,30.0,11291.826665972867
H2,18,warm_start_20260831_030140,18,4,376.39422219909557,30.0,11291.826665972867
H2,18,warm_start_20260831_030140,18,5,376.3942221990956,30.0,11291.826665972869
H2,18,warm_start_20260831_030140,18,6,376.39422219909574,30.0,11291.826665972872
H2,18,warm_start_20260831_030140,18,7,376.39422219909557,30.0,11291.826665972867
H2,18,warm_start_20260831_030140,18,8,376.39422219909557,30.0,11291.826665972867
H2,18,warm_start_20260831_030140,18,9,376.39422219909557,30.0,11291.826665972867
H2,18,warm_start_20260831_030140,18,10,376.39422219909557,30.0,11291.826665972867
H2,18,warm_start_20260831_030140,18,11,376.39422219909557,30.0,11291.826665972867
H2,18,warm_start_20260831_030140,18,12,377.23945331429786,30.0,11317.183599428936
H2,19,warm_start_20260831_030140,19,1,375.3543800785577,30.0,11260.631402356732
H2,19,warm_start_20260831_030140,19,2,375.35438007855737,30.0,11260.631402356721
H2,19,warm_start_20260831_030140,19,3,375.35438007855737,30.0,11260.631402356721
H2,19,warm_start_20260831_030140,19,4,375.35438007855737,30.0,11260.631402356721
H2,19,warm_start_20260831_030140,19,5,375.3543800785574,30.0,11260.631402356723
H2,19,warm_start_20260831_030140,19,6,375.3543800785574,30.0,11260.631402356723
H2,19,warm_start_20260831_030140,19,7,375.35438007855737,30.0,11260.631402356721
H2,19,warm_start_20260831_030140,19,8,375.35438007855737,30.0,11260.631402356721
H2,19,warm_start_20260831_030140,19,9,375.35438007855737,30.0,11260.631402356721
H2,19,warm_start_20260831_030140,19,10,375.35438007855737,30.0,11260.631402356721
H2,19,warm_start_20260831_030140,19,11,375.35438007855737,30.0,11260.631402356721
H2,19,warm_start_20260831_030140,19,12,377.2476001141024,30.0,11317.428003423072
H2,20,warm_start_20260831_030140,20,1,373.7932890940101,30.0,11213.798672820303
H2,20,warm_start_20260831_030140,20,2,373.7932890940101,30.0,11213.798672820303
H2,20,warm_start_20260831_030140,20,3,373.7932890940101,30.0,11213.798672820303
H2,20,warm_start_20260831_030140,20,4,373.7932890940111,30.0,11213.798672820332
H2,20,warm_start_20260831_030140,20,5,373.79328909401113,30.0,11213.798672820334
H2,20,warm_start_20260831_030140,20,6,373.793289094011,30.0,11213.79867282033
H2,20,warm_start_20260831_030140,20,7,373.79328909401113,30.0,11213.798672820334
H2,20,warm_start_20260831_030140,20,8,373.7932890940112,30.0,11213.798672820336
H2,20,warm_start_20260831_030140,20,9,373.793289094011,30.0,11213.79867282033
H2,20,warm_start_20260831_030140,20,10,373.793289094011,30.0,11213.79867282033
H2,20,warm_start_20260831_030140,20,11,374.5668151816717,30.0,11237.004455450151
H2,20,warm_start_20260831_030140,20,12,380.2476001141024,30.0,11407.428003423072
H2,21,warm_start_20260831_030140,21,1,381.1460890001781,30.0,11434.382670005343
H2,21,warm_start_20260831_030140,21,2,381.1460890001781,30.0,11434.382670005343
H2,21,warm_start_20260831_030140,21,3,381.14608900017816,30.0,11434.382670005345
H2,21,warm_start_20260831_030140,21,4,381.1460890001781,30.0,11434.382670005343
H2,21,warm_start_20260831_030140,21,5,381.1460890001781,30.0,11434.382670005343
H2,21,warm_start_20260831_030140,21,6,381.14608900017816,30.0,11434.382670005345
H2,21,warm_start_20260831_030140,21,7,381.1460890001781,30.0,11434.382670005343
H2,21,warm_start_20260831_030140,21,8,381.1460890001781,30.0,11434.382670005343
H2,21,warm_start_20260831_030140,21,9,381.1460890001781,30.0,11434.382670005343
H2,21,warm_start_20260831_030140,21,10,381.14608900017816,30.0,11434.382670005345
H2,21,warm_start_20260831_030140,21,11,381.2308203903544,30.0,11436.924611710632
H2,21,warm_start_20260831_030140,21,12,381.9500064836302,30.0,11458.500194508906
H2,22,warm_start_20260831_030140,22,1,379.1970713623268,30.0,11375.912140869805
H2,22,warm_start_20260831_030140,22,2,379.2514917917524,30.0,11377.544753752572
H2,22,warm_start_20260831_030140,22,3,379.2514917917524,30.0,11377.544753752572
H2,22,warm_start_20260831_030140,22,4,379.2514917917524,30.0,11377.544753752572
H2,22,warm_start_20260831_030140,22,5,379.25149179175247,30.0,11377.544753752574
H2,22,warm_start_20260831_030140,22,6,379.2514917917525,30.0,11377.544753752576
H2,22,warm_start_20260831_030140,22,7,379.2514917917524,30.0,11377.544753752572
H2,22,warm_start_20260831_030140,22,8,379.2514917917524,30.0,11377.544753752572
H2,22,warm_start_20260831_030140,22,9,379.25149179175247,30.0,11377.544753752574
H2,22,warm_start_20260831_030140,22,10,379.2514917917524,30.0,11377.544753752572
H2,22,warm_start_20260831_030140,22,11,379.2514917917524,30.0,11377.544753752572
H2,22,warm_start_20260831_030140,22,12,384.2476001141024,30.0,11527.428003423072
H2,23,warm_start_20260831_030140,23,1,382.93151989214874,30.0,11487.945596764463
H2,23,warm_start_20260831_030140,23,2,382.9315198921486,30.0,11487.945596764457
H2,23,warm_start_20260831_030140,23,3,382.9315198921486,30.0,11487.945596764457
H2,23,warm_start_20260831_030140,23,4,382.9315198921486,30.0,11487.945596764457
H2,23,warm_start_20260831_030140,23,5,382.9315198921486,30.0,11487.945596764457
H2,23,warm_start_20260831_030140,23,6,382.93151989214863,30.0,11487.945596764459
H2,23,warm_start_20260831_030140,23,7,382.9315198921486,30.0,11487.945596764457
H2,23,warm_start_20260831_030140,23,8,382.9315198921486,30.0,11487.945596764457
H2,23,warm_start_20260831_030140,23,9,382.9315198921486,30.0,11487.945596764457
H2,23,warm_start_20260831_030140,23,10,382.9315198921486,30.0,11487.945596764457
H2,23,warm_start_20260831_030140,23,11,382.9315198921486,30.0,11487.945596764457
H2,23,warm_start_20260831_030140,23,12,385.2476001141024,30.0,11557.428003423072
H2,24,warm_start_20260831_030140,24,1,382.24068792459025,30.0,11467.220637737708
H2,24,warm_start_20260831_030140,24,2,382.24068792459,30.0,11467.2206377377
H2,24,warm_start_20260831_030140,24,3,382.24068792459013,30.0,11467.220637737704
H2,24,warm_start_20260831_030140,24,4,382.24068792459,30.0,11467.2206377377
H2,24,warm_start_20260831_030140,24,5,382.24068792459,30.0,11467.2206377377
H2,24,warm_start_20260831_030140,24,6,382.24068792459013,30.0,11467.220637737704
H2,24,warm_start_20260831_030140,24,7,382.2406879245901,30.0,11467.220637737702
H2,24,warm_start_20260831_030140,24,8,382.2406879245901,30.0,11467.220637737702
H2,24,warm_start_20260831_030140,24,9,382.24068792459,30.0,11467.2206377377
H2,24,warm_start_20260831_030140,24,10,382.24068792459,30.0,11467.2206377377
H2,24,warm_start_20260831_030140,24,11,382.2775878190196,30.0,11468.327634570587
H2,24,warm_start_20260831_030140,24,12,386.2476001141024,30.0,11587.428003423072
H2,25,warm_start_20260831_030140,25,1,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,2,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,3,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,4,385.4070551509579,30.0,11562.211654528737
H2,25,warm_start_20260831_030140,25,5,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,6,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,7,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,8,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,9,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,10,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,11,385.4070551509576,30.0,11562.211654528728
H2,25,warm_start_20260831_030140,25,12,387.2476001141024,30.0,11617.428003423072
H2,26,warm_start_20260831_030140,26,1,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,2,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,3,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,4,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,5,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,6,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,7,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,8,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,9,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,10,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,11,388.71308776703245,30.0,11661.392633010973
H2,26,warm_start_20260831_030140,26,12,389.49137618966324,30.0,11684.741285689897
H2,27,warm_start_20260831_030140,27,1,389.80102253488286,30.0,11694.030676046486
H2,27,warm_start_20260831_030140,27,2,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,3,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,4,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,5,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,6,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,7,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,8,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,9,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,10,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,11,389.8010225348826,30.0,11694.030676046477
H2,27,warm_start_20260831_030140,27,12,390.5644295673601,30.0,11716.932887020803
H2,28,warm_start_20260831_030140,28,1,391.46950684341857,30.0,11744.085205302557
H2,28,warm_start_20260831_030140,28,2,391.46950684341846,30.0,11744.085205302554
H2,28,warm_start_20260831_030140,28,3,391.46950684341846,30.0,11744.085205302554
H2,28,warm_start_20260831_030140,28,4,391.46950684341846,30.0,11744.085205302554
H2,28,warm_start_20260831_030140,28,5,391.4695068434186,30.0,11744.08520530256
H2,28,warm_start_20260831_030140,28,6,391.46950684341857,30.0,11744.085205302557
H2,28,warm_start_20260831_030140,28,7,391.46950684341846,30.0,11744.085205302554
H2,28,warm_start_20260831_030140,28,8,391.46950684341846,30.0,11744.085205302554
H2,28,warm_start_20260831_030140,28,9,391.46950684341846,30.0,11744.085205302554
H2,28,warm_start_20260831_030140,28,10,391.46950684341846,30.0,11744.085205302554
H2,28,warm_start_20260831_030140,28,11,391.46950684341846,30.0,11744.085205302554
H2,28,warm_start_20260831_030140,28,12,392.2476001141024,30.0,11767.428003423072
H2,29,warm_start_20260831_030140,29,1,392.3898933037303,30.0,11771.696799111909
H2,29,warm_start_20260831_030140,29,2,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,3,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,4,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,5,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,6,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,7,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,8,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,9,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,10,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,11,392.3898933037299,30.0,11771.696799111896
H2,29,warm_start_20260831_030140,29,12,393.2476001141024,30.0,11797.428003423072
H2,30,cold_start_20260830_174912,6,1,391.7416022253505,30.0,11752.248066760516
H2,30,cold_start_20260830_174912,6,2,391.7987557818583,30.0,11753.96267345575
H2,30,cold_start_20260830_174912,6,3,391.79875578185784,30.0,11753.962673455735
H2,30,cold_start_20260830_174912,6,4,391.79875578185784,30.0,11753.962673455735
H2,30,cold_start_20260830_174912,6,5,391.79875578185795,30.0,11753.962673455739
H2,30,cold_start_20260830_174912,6,6,391.79875578185784,30.0,11753.962673455735
H2,30,cold_start_20260830_174912,6,7,391.79875578185784,30.0,11753.962673455735
H2,30,cold_start_20260830_174912,6,8,391.79875578185806,30.0,11753.962673455742
H2,30,cold_start_20260830_174912,6,9,391.79875578185784,30.0,11753.962673455735
H2,30,cold_start_20260830_174912,6,10,391.79875578185784,30.0,11753.962673455735
H2,30,cold_start_20260830_174912,6,11,391.79875578185784,30.0,11753.962673455735
H2,30,cold_start_20260830_174912,6,12,396.2476001141024,30.0,11887.428003423072
H2,31,cold_start_20260830_174912,7,1,394.44066622435383,30.0,11833.219986730615
H2,31,cold_start_20260830_174912,7,2,394.44066622435366,30.0,11833.21998673061
H2,31,cold_start_20260830_174912,7,3,394.44066622435366,30.0,11833.21998673061
H2,31,cold_start_20260830_174912,7,4,394.44066622435366,30.0,11833.21998673061
H2,31,cold_start_20260830_174912,7,5,394.4406662243537,30.0,11833.219986730612
H2,31,cold_start_20260830_174912,7,6,394.44066622435366,30.0,11833.21998673061
H2,31,cold_start_20260830_174912,7,7,394.44066622435366,30.0,11833.21998673061
H2,31,cold_start_20260830_174912,7,8,394.44066622435366,30.0,11833.21998673061
H2,31,cold_start_20260830_174912,7,9,394.44066622435366,30.0,11833.21998673061
H2,31,cold_start_20260830_174912,7,10,394.44066622435366,30.0,11833.21998673061
H2,31,cold_start_20260830_174912,7,11,394.44066622435366,30.0,11833.21998673061
H2,31,cold_start_20260830_174912,7,12,398.2476001141024,30.0,11947.428003423072
H2,32,cold_start_20260830_174912,8,1,397.8886538406598,30.0,11936.659615219794
H2,32,cold_start_20260830_174912,8,2,397.8886538406596,30.0,11936.659615219787
H2,32,cold_start_20260830_174912,8,3,397.8886538406596,30.0,11936.659615219787
H2,32,cold_start_20260830_174912,8,4,397.8886538406596,30.0,11936.659615219787
H2,32,cold_start_20260830_174912,8,5,397.88865384065963,30.0,11936.659615219789
H2,32,cold_start_20260830_174912,8,6,397.88865384065963,30.0,11936.659615219789
H2,32,cold_start_20260830_174912,8,7,397.8886538406596,30.0,11936.659615219787
H2,32,cold_start_20260830_174912,8,8,397.88865384065963,30.0,11936.659615219789
H2,32,cold_start_20260830_174912,8,9,397.8886538406596,30.0,11936.659615219787
H2,32,cold_start_20260830_174912,8,10,397.88865384065963,30.0,11936.659615219789
H2,32,cold_start_20260830_174912,8,11,397.8886538406596,30.0,11936.659615219787
H2,32,cold_start_20260830_174912,8,12,399.2476001141024,30.0,11977.428003423072
H2,33,cold_start_20260830_174912,9,1,399.90812493173144,30.0,11997.243747951943
H2,33,cold_start_20260830_174912,9,2,399.90812493173144,30.0,11997.243747951943
H2,33,cold_start_20260830_174912,9,3,399.90812493173144,30.0,11997.243747951943
H2,33,cold_start_20260830_174912,9,4,399.90812493173235,30.0,11997.24374795197
H2,33,cold_start_20260830_174912,9,5,399.90812493173235,30.0,11997.24374795197
H2,33,cold_start_20260830_174912,9,6,399.90812493173235,30.0,11997.24374795197
