solution_id,pv_kw,bsv_kwh,electrolyzer_kw,h2_tank_kg,fuelcell_kw,lcoe_usd_kwh,rank,crowding_distance,milp_status,solve_time_sec,capex_total_usd,annualized_capex_usd,fixed_opex_annual_usd,variable_h2_opex_annual_usd,degradation_opex_annual_usd,grid_opex_annual_usd,grid_peak_opex_annual_usd,E_grid_total_kwh,E_load_total_kwh,E_grid_peak_opt_kwh,E_grid_peak_ref_kwh,R_peak_percent,P_peak_grid_opt_kw,P_peak_grid_ref_kw,Peak_reduction_percent,peak_grid_dependency_ratio,peak_grid_dependency_percent,total_grid_dependency_ratio,grid_dependency_objective,source_run,source_solution_id,globally_nondominated
3,975.0,1427.0,431.0,134.0,114.0,0.1906083361450367,0,0.0636887306784236,OPTIMAL,11.068999999999976,2379540.0,242361.4049830397,38518.8,11575.170990836446,0.0,139862.63738188316,0.0,932417.5825458876,2268096.0450061434,0.0,325732.2452614388,100.0,354.2476001141024,474.8149521321564,25.392492691446712,0.0,0.0,0.4111014542787415,0.0616652181418112,warm_start_20260831_030140,3,True
4,867.0,1288.0,469.0,133.0,113.0,0.1891082855113361,0,0.0740721879521701,OPTIMAL,9.716000000000005,2315060.0,235793.974558123,38302.2,11885.524765858536,0.0,142934.0551221725,30.896962638197003,952749.5149888382,2268096.0450061434,61.793925276394006,325732.2452614388,99.9810292268649,355.2476001141024,474.8149521321564,25.18188432801808,0.0001897077313509,0.0189707731350935,0.4200657715031894,0.0631995734568293,warm_start_20260831_030140,4,True
5,905.0,1260.0,436.0,121.0,113.0,0.188107704181706,0,0.053907566162403,OPTIMAL,9.525999999999993,2273700.0,231581.36720119748,37167.0,11383.07512362078,0.0,146514.89756489487,92.59609718703103,976333.8686457596,2268096.0450061434,185.19219437406207,325732.2452614388,99.94314588221826,356.2522600419826,474.8149521321564,24.970294544804894,0.0005685411778174,0.0568541177817453,0.4304640761556088,0.0651381526011587,warm_start_20260831_030140,5,True
6,920.0,1252.0,427.0,118.0,110.0,0.1878668687133955,0,0.043795969416844,OPTIMAL,9.427,2263240.0,230515.99309690733,36786.8,11250.713342869698,0.0,147546.59547676385,254.2301011834528,982457.5627062364,2268096.0450061434,508.4602023669056,325732.2452614388,99.84390240457807,358.2476001141024,474.8149521321564,24.55005923773216,0.0015609759542191,0.1560975954219104,0.4331640032922746,0.0665355764480603,warm_start_20260831_030140,6,True
7,904.0,1294.0,429.0,105.0,112.0,0.187070762844149,0,0.0932810286329752,OPTIMAL,9.527999999999995,2255280.0,229705.24951467503,36891.6,11226.05492371375,0.0,146471.55290470785,30.741733723038426,976333.5579406782,2268096.0450061434,61.48346744607685,325732.2452614388,99.98112453761011,358.6139342315874,474.8149521321564,24.47290620878057,0.0001887546238989,0.0188754623898929,0.4304639391662242,0.0647583454988325,warm_start_20260831_030140,7,True
8,867.0,1280.0,428.0,88.0,107.0,0.1848962386193645,0,0.0365173655285643,OPTIMAL,11.298999999999976,2196500.0,223718.37668005028,36123.0,11045.143965568654,0.0,148475.90690347383,158.9286299405503,989097.7124167696,2268096.0450061434,317.8572598811006,325732.2452614388,99.90241762536404,361.2476001141024,474.8149521321564,23.91823414744625,0.0009758237463594,0.0975823746359475,0.4360916349175551,0.0663895689839927,warm_start_20260831_030140,8,True
9,849.0,1280.0,428.0,88.0,107.0,0.1842810581894472,0,0.0528869357640769,OPTIMAL,9.433999999999994,2178500.0,221885.03692123355,35943.0,10964.208889785265,0.0,149174.8934380134,158.92862994055042,993757.6226470334,2268096.0450061434,317.85725988110084,325732.2452614388,99.90241762536404,362.052265304304,474.8149521321564,23.748764928629907,0.0009758237463594,0.0975823746359476,0.4381461820521545,0.0666977510541826,warm_start_20260831_030140,9,True
10,850.0,1291.0,416.0,99.0,104.0,0.183699646115363,0,0.0678028748419172,OPTIMAL,9.296,2160620.0,220063.91942747563,35470.4,10716.661219885722,0.0,150397.46017592173,206.2457371253297,1001687.2543995602,2268096.0450061434,412.4914742506594,325732.2452614388,99.87336486324232,364.2476001141024,474.8149521321564,23.28640905716034,0.0012663513675767,0.1266351367576722,0.441642344293602,0.067512703011617,warm_start_20260831_030140,10,True
11,852.0,1296.0,402.0,107.0,102.0,0.1830445120640078,0,0.0626497815888076,OPTIMAL,9.343000000000002,2137920.0,217751.8742871901,34922.4,10425.657862152531,0.0,152062.60172311292,269.52724947185857,1012492.8843232174,2268096.0450061434,539.0544989437171,325732.2452614388,99.83450993667788,366.69099209102114,474.8149521321564,22.77181027168682,0.0016549006332211,0.1654900633221196,0.4464065296319826,0.0686158800780185,warm_start_20260831_030140,11,True
12,844.0,1280.0,399.0,112.0,102.0,0.1828125580574107,0,0.0528071021780914,OPTIMAL,9.441999999999997,2123400.0,216272.980215078,34682.0,10328.29420497758,0.0,153353.1654874137,465.02081406109977,1020184.339450473,2268096.0450061434,930.0416281221997,325732.2452614388,99.7144766471076,369.21438560785737,474.8149521321564,22.24036249281951,0.0028552335289241,0.2855233528924134,0.449797680171745,0.0703248855546858,warm_start_20260831_030140,12,True
13,833.0,1396.0,399.0,106.0,101.0,0.1819240803207736,0,0.047686268291855,OPTIMAL,9.478000000000002,2133020.0,217252.79846395663,35007.4,10281.734578619553,0.0,150079.35402435035,11.621306792358425,1000474.7940639711,2268096.0450061434,23.24261358471685,325732.2452614388,99.9928645033082,369.8845469503185,474.8149521321564,22.09922090925064,7.135496691788034e-05,0.007135496691788,0.4411077724273626,0.0662375208310222,warm_start_20260831_030140,13,True
14,849.0,1278.0,387.0,91.0,97.0,0.1814814678485158,0,0.0552345497793596,OPTIMAL,9.475,2084860.0,212347.59608703371,33922.2,10087.05382512408,0.0,155260.5495569706,1035.035726250192,1030240.163657303,2268096.0450061434,2070.071452500384,325732.2452614388,99.36448678857724,371.2476001141024,474.8149521321564,21.81215051315989,0.0063551321142274,0.6355132114227457,0.4542312773419225,0.0744898237155158,warm_start_20260831_030140,14,True
15,852.0,1275.0,383.0,86.0,94.0,0.1811360334533573,0,0.0636883013236158,OPTIMAL,9.250000000000009,2072300.0,211068.33234421496,33632.0,10011.855749306944,0.0,156121.7329901383,1516.3808125257442,1033735.109475802,2268096.0450061434,3032.7616250514884,325732.2452614388,99.06894031242828,374.2476001141024,474.8149521321564,21.18032542287397,0.0093105968757171,0.9310596875717164,0.4557721934888352,0.0776764258990424,warm_start_20260831_030140,15,True
16,780.0,1374.0,409.0,100.0,93.0,0.1801858679452257,0,0.0489923627275637,OPTIMAL,9.259,2081180.0,211972.77995856456,34432.6,10174.295165254454,0.0,152099.1793287467,96.75948926372568,1013542.9845750805,2268096.0450061434,193.5189785274513,325732.2452614388,99.94058955435248,375.2476001141024,474.8149521321564,20.969717059445337,0.000594104456475,0.059410445647507,0.4468695171911624,0.0676245320351494,warm_start_20260831_030140,16,True
17,820.0,1266.0,376.0,89.0,92.0,0.1797351141556438,0,0.0356006126962291,OPTIMAL,9.510000000000003,2023520.0,206099.9815978217,32932.4,9730.761903226528,0.0,158893.35806409526,2091.7653278999546,1049527.4822304351,2268096.0450061434,4183.530655799909,325732.2452614388,98.71565351092516,376.2476001141024,474.8149521321564,20.759108696016703,0.0128434648907483,1.284346489074832,0.4627350259444557,0.0822537187824166,warm_start_20260831_030140,17,True
