solution_id,pv_kw,bsv_kwh,electrolyzer_kw,h2_tank_kg,fuelcell_kw,lcoe_usd_kwh,rank,crowding_distance,milp_status,solve_time_sec,capex_total_usd,annualized_capex_usd,fixed_opex_annual_usd,variable_h2_opex_annual_usd,degradation_opex_annual_usd,grid_opex_annual_usd,grid_peak_opex_annual_usd,E_grid_total_kwh,E_load_total_kwh,E_grid_peak_opt_kwh,E_grid_peak_ref_kwh,R_peak_percent,P_peak_grid_opt_kw,P_peak_grid_ref_kw,Peak_reduction_percent,peak_grid_dependency_ratio,peak_grid_dependency_percent,total_grid_dependency_ratio,grid_dependency_objective,source_run,source_solution_id,globally_nondominated
18,835.0,1276.0,363.0,87.0,93.0,0.179370032719817,0,0.0505367246016421,OPTIMAL,9.440999999999995,2014820.0,205213.86738106023,32633.4,9509.226972562365,0.0,159471.967450817,1640.706327406188,1055489.820144218,2268096.0450061434,3281.412654812376,325732.2452614388,98.99260429308168,377.23945331429786,474.8149521321564,20.55021611676208,0.0100739570691831,1.0073957069183166,0.4653638114083299,0.0798785287804326,warm_start_20260831_030140,18,True
19,790.0,1495.0,370.0,106.0,91.0,0.1778909995986625,0,0.0634067168100299,OPTIMAL,9.828999999999995,2040800.0,207859.9877662857,33463.0,9479.736644944318,0.0,152671.1482206859,6.9938554754055104,1017775.0168123542,2268096.0450061434,13.98771095081102,325732.2452614388,99.99570576411936,377.2476001141024,474.8149521321564,20.54850033258806,4.2942358806338695e-05,0.0042942358806338,0.448735413587654,0.0673532543969544,warm_start_20260831_030140,19,True
20,773.0,1272.0,369.0,94.0,88.0,0.1777144879755587,0,0.075154278276222,OPTIMAL,9.499000000000006,1961640.0,199797.3669158451,32082.8,9384.434829866905,0.0,161808.9255719445,2622.191239069519,1066489.2780306388,2268096.0450061434,5244.382478139038,325732.2452614388,98.38997134780752,380.2476001141024,474.8149521321564,19.91667524230215,0.0161002865219247,1.6100286521924776,0.4702134551924365,0.0866323048007902,warm_start_20260831_030140,20,True
21,771.0,1278.0,350.0,91.0,87.0,0.1763554961296084,0,0.0886561077164603,OPTIMAL,9.560999999999996,1919860.0,195541.9816312139,31272.2,8970.229083381735,0.0,164206.7925720655,2610.859536287934,1082527.9393110927,2268096.0450061434,5221.719072575868,325732.2452614388,98.3969290272798,381.9500064836302,474.8149521321564,19.558134222925418,0.0160307097272019,1.6030709727201922,0.4772848758740111,0.0876234411083035,warm_start_20260831_030140,21,True
22,741.0,1340.0,360.0,93.0,84.0,0.1753223458816753,0,0.0832901394272895,OPTIMAL,9.506000000000004,1920800.0,195637.72270750764,31540.0,9045.534901640083,0.0,161424.66168627917,1308.1815239150842,1070059.5641302571,2268096.0450061434,2616.3630478301684,325732.2452614388,99.19677493220536,384.2476001141024,474.8149521321564,19.07424178858761,0.0080322506779463,0.803225067794632,0.4717875887514979,0.078800388990671,warm_start_20260831_030140,22,True
23,739.0,1346.0,341.0,90.0,83.0,0.1739353559381551,0,0.0490118977464681,OPTIMAL,11.503999999999992,1879020.0,191382.3374228764,30729.4,8644.647243214804,0.0,163745.70822397424,1300.1096260112067,1085570.876571776,2268096.0450061434,2600.219252022413,325732.2452614388,99.2017310874656,385.2476001141024,474.8149521321564,18.86363342515897,0.0079826891253441,0.7982689125344127,0.4786265021545132,0.0797766644485211,warm_start_20260831_030140,23,True
24,740.0,1332.0,339.0,89.0,82.0,0.1739205686402528,0,0.0478217161087009,OPTIMAL,9.637999999999987,1871040.0,190569.5567964677,30552.8,8606.176286828551,0.0,164740.02079488066,1816.33052466364,1089790.5961841077,2268096.0450061434,3632.661049327279,325732.2452614388,98.88477081953872,386.2476001141024,474.8149521321564,18.65302506173033,0.0111522918046128,1.1152291804612828,0.480486969933919,0.0832253372947006,warm_start_20260831_030140,24,True
25,731.0,1369.0,331.0,82.0,81.0,0.1725858493832217,0,0.0704396361288836,OPTIMAL,9.701999999999996,1848680.0,188292.14140718203,30224.6,8397.376830828665,0.0,164527.1641721005,1027.3374340567664,1092053.5197884052,2268096.0450061434,2054.6748681135327,325732.2452614388,99.36921354947084,387.2476001141024,474.8149521321564,18.442416698301688,0.0063078645052914,0.6307864505291494,0.4814846894128979,0.0785305679172262,warm_start_20260831_030140,25,True
26,740.0,1375.0,317.0,85.0,79.0,0.1720445985024824,0,0.060465317546703,OPTIMAL,9.78300000000001,1830200.0,186409.91258813025,29721.0,8131.641406734561,0.0,165951.11943328544,1149.150629309937,1100978.0932851234,2268096.0450061434,2298.301258619874,325732.2452614388,99.2944200974714,389.4913761896632,474.8149521321564,17.969858691127495,0.0070557990252859,0.7055799025285981,0.485419519913735,0.0798687270123462,warm_start_20260831_030140,26,True
27,722.0,1377.0,315.0,82.0,78.0,0.1711753558107001,0,0.0602536811336776,OPTIMAL,9.767000000000008,1805540.0,183898.2371185513,29412.8,8016.791327261356,0.0,166914.31907095574,1236.1350951763748,1106993.4966955483,2268096.0450061434,2472.270190352749,325732.2452614388,99.24101152823587,390.5644295673601,474.8149521321564,17.743864675379196,0.0075898847176412,0.7589884717641201,0.4880717018721092,0.0808006399984575,warm_start_20260831_030140,27,True
28,733.0,1449.0,304.0,84.0,76.0,0.1704329653568099,0,0.0580156503067635,OPTIMAL,9.972999999999995,1808980.0,184248.60871690296,29333.6,7821.885881222468,0.0,165154.24006632422,218.50390214658304,1100008.5822321442,2268096.0450061434,437.007804293166,325732.2452614388,99.8658383348132,392.2476001141024,474.8149521321564,17.389374881158513,0.0013416166518682,0.1341616651868209,0.4849920640063391,0.074090426252819,warm_start_20260831_030140,28,True
29,717.0,1462.0,302.0,83.0,75.0,0.1696345910298315,0,0.0736830734852692,OPTIMAL,14.592,1789940.0,182309.34266091016,29105.8,7715.684696707252,0.0,165616.71765337815,163.88601067642816,1103346.6496393643,2268096.0450061434,327.7720213528563,325732.2452614388,99.89937378748309,393.2476001141024,474.8149521321564,17.17876651772987,0.001006262125169,0.1006262125169033,0.4864638127070037,0.0739758340312195,warm_start_20260831_030140,29,True
30,720.0,1474.0,288.0,83.0,72.0,0.1686984126200918,0,0.0691778219148708,OPTIMAL,10.094999999999995,1763680.0,179634.70365721424,28511.6,7423.467759037014,0.0,167054.43104619344,199.6175089501088,1112764.6585995224,2268096.0450061434,399.2350179002176,325732.2452614388,99.87743460351008,396.2476001141024,474.8149521321564,16.54694142744396,0.0012256539648992,0.122565396489925,0.4906161981321688,0.0748180836847245,warm_start_20260831_030140,30,False
31,708.0,1470.0,286.0,83.0,72.0,0.1681864685846776,0,0.0880493129330025,OPTIMAL,10.309999999999985,1746800.0,177915.43837227946,28294.0,7333.217575048324,0.0,167920.40827312943,235.39503539987692,1118370.8783223303,2268096.0450061434,470.7900707997539,325732.2452614388,99.8554671581802,397.4835477191655,474.8149521321564,16.286640525058083,0.0014453284181978,0.1445328418197863,0.4930879716424447,0.0754085241645645,warm_start_20260831_030140,31,False
32,700.0,1470.0,276.0,83.0,72.0,0.1673325636260801,0,0.0883822322589056,OPTIMAL,9.831999999999995,1718800.0,175063.57652523124,27814.0,7085.0001126638745,0.0,169563.74912315616,235.3950353998769,1129326.4839891752,2268096.0450061434,470.7900707997537,325732.2452614388,99.8554671581802,402.9106920148907,474.8149521321564,15.14363854684434,0.0014453284181978,0.1445328418197863,0.4979182810515047,0.0761330705759235,warm_start_20260831_030140,32,False
33,696.0,1470.0,273.0,82.0,72.0,0.1669927914838959,0,0.0649434420100039,OPTIMAL,10.165999999999984,1708200.0,173983.94311170583,27648.0,7004.241101973239,0.0,170119.50569548103,235.39503539987675,1133031.527804674,2268096.0450061434,470.7900707997535,325732.2452614388,99.8554671581802,404.6442641627536,474.8149521321564,14.778533753897449,0.0014453284181978,0.1445328418197862,0.4995518290767996,0.0763781027797178,warm_start_20260831_030140,33,False
34,667.0,1414.0,273.0,82.0,73.0,0.166386454409653,0,0.067591686873228,OPTIMAL,9.664,1668180.0,169907.81771460336,27150.6,6892.082726716446,0.0,173429.9587478093,1034.739377477602,1151370.9412238332,2268096.0450061434,2069.478754955204,325732.2452614388,99.36466874708884,407.9886009922048,474.8149521321564,14.074188447492642,0.0063533125291117,0.635331252911176,0.5076376477790272,0.0824989596959658,warm_start_20260831_030140,34,False
35,650.0,1413.0,276.0,84.0,72.0,0.1660384492544778,0,0.03941470702005,OPTIMAL,9.696999999999996,1656860.0,168754.8507107253,27069.2,6883.434569192488,0.0,173883.66479311662,1188.262531446435,1153679.206807361,2268096.0450061434,2376.5250628928707,325732.2452614388,99.27040534136084,410.0100847049483,474.8149521321564,13.64844707105407,0.0072959465863916,0.7295946586391615,0.5086553584657549,0.0835942503562548,warm_start_20260831_030140,35,False
36,659.0,1442.0,271.0,80.0,74.0,0.1658003795352796,0,0.1044595746774428,OPTIMAL,9.597999999999992,1662440.0,169323.18603595847,27140.8,6817.561806839011,0.0,172769.63724168768,422.5623822242655,1149825.623827538,2268096.0450061434,845.124764448531,325732.2452614388,99.74054617657818,411.0387942223606,474.8149521321564,13.431792243148411,0.0025945382342181,0.2594538234218163,0.5069563197551555,0.0786379861974914,warm_start_20260831_030140,36,False
37,642.0,1500.0,260.0,83.0,72.0,0.1643728464079923,0,0.132527247239668,OPTIMAL,9.773000000000003,1635400.0,166569.10230938048,26726.0,6509.924910411239,0.0,173008.3756245779,82.73693669420678,1153003.0651259464,2268096.0450061434,165.47387338841355,325732.2452614388,99.94919941891058,417.79462067858,474.8149521321564,12.008958689596149,0.0005080058108941,0.0508005810894162,0.5083572486555892,0.0767615931092325,warm_start_20260831_030140,37,False
38,634.0,1398.0,250.0,83.0,73.0,0.1641032081733892,0,0.0844195835608271,OPTIMAL,10.015999999999996,1586260.0,161564.08476781083,25836.2,6267.647938684136,0.0,178533.9047243889,1413.6248203816945,1183629.1156674782,2268096.0450061434,2827.249640763389,325732.2452614388,99.13203261823398,422.023148066598,474.8149521321564,11.11839545669252,0.0086796738176602,0.8679673817660225,0.5218602264545072,0.0869587077858363,warm_start_20260831_030140,38,False
39,634.0,1331.0,244.0,62.0,74.0,0.163881651305781,0,0.057702238194721,OPTIMAL,9.347999999999995,1548220.0,157689.6267441782,25214.4,6135.92124382211,0.0,182659.37718771747,3339.3673070243026,1202145.4671520032,2268096.0450061434,6678.734614048605,325732.2452614388,97.94962435828602,426.36314806659766,474.8149521321564,10.204355159412303,0.0205037564171398,2.050375641713988,0.5300240568731062,0.1000073649481058,warm_start_20260831_030140,39,False
40,620.0,1460.0,252.0,83.0,72.0,0.1633297143513106,0,0.2025638656422394,OPTIMAL,9.706999999999994,1588600.0,161802.41893645702,26010.0,6238.4011615489,0.0,176396.6590541848,339.59789397349084,1174392.9368560226,2268096.0450061434,679.1957879469817,325732.2452614388,99.79148647460376,426.7136906843537,474.8149521321564,10.130527952374711,0.0020851352539624,0.2085135253962488,0.5177880096576076,0.0797533367026036,warm_start_20260831_030140,40,False
41,613.0,1438.0,221.0,78.0,77.0,0.1614855423823289,0,0.3932718016845546,OPTIMAL,9.630000000000004,1518260.0,154638.13456783662,24768.2,5560.038663208628,0.0,181298.3467719869,271.0771834687655,1207390.6182903913,2268096.0450061434,542.154366937531,325732.2452614388,99.83355827529375,443.6797879473245,474.8149521321564,6.557325974049356,0.0016644172470625,0.16644172470625,0.5323366358090541,0.0815149126184206,warm_start_20260831_030140,41,False
42,577.0,1403.0,215.0,79.0,78.0,0.1602459636148434,0,0.340919108786077,OPTIMAL,9.525999999999986,1464460.0,149158.48573315112,24059.2,5297.162861208744,0.0,184938.38770866505,678.8853790439458,1229754.452955562,2268096.0450061434,1357.7707580878916,325732.2452614388,99.5831635406565,464.5112531026123,474.8149521321564,2.1700451898735262,0.004168364593435,0.4168364593435076,0.5421968155463324,0.0854978869253849,warm_start_20260831_030140,42,False
43,428.0,1117.0,123.0,86.0,79.0,0.1556836237105941,0,0.1650628477787073,OPTIMAL,9.381999999999971,1074040.0,109393.34636441666,17711.8,2896.9275937109555,0.0,223103.3372520956,14336.315005490129,1420452.7783216832,2268096.0450061434,28672.63001098025,325732.2452614388,91.1974849195642,468.1107744869143,474.8149521321564,1.411955881999294,0.0880251508043579,8.802515080435795,0.6262754090371141,0.181966462159925,warm_start_20260831_030140,43,False
44,393.0,1083.0,79.0,80.0,86.0,0.154399204420578,0,0.1264623973364183,OPTIMAL,9.017999999999976,949060.0,96663.8573056993,15689.2,2216.622389854376,0.0,235622.5452028544,13924.96732104284,1505833.787187496,2268096.0450061434,27849.93464208568,325732.2452614388,91.45005290473075,468.2476001141024,474.8149521321564,1.3831392605821224,0.0854994709526924,8.549947095269246,0.6639197623500187,0.1850874353051952,warm_start_20260831_030140,44,False
45,433.0,1266.0,99.0,47.0,82.0,0.1501809775834065,0,inf,OPTIMAL,9.422999999999988,1044320.0,106366.29871819264,17340.4,2390.979400503114,0.0,214527.20317338483,4129.853804361312,1410908.7034022128,2268096.0450061434,8259.707608722623,325732.2452614388,97.4642646747812,468.2476001141024,474.8149521321564,1.3831392605821111,0.0253573532521879,2.535735325218793,0.6220674413275965,0.1186674694513274,warm_start_20260831_030140,45,False
