global_solution_id,solution_id,pv_kw,bsv_kwh,electrolyzer_kw,h2_tank_kg,fuelcell_kw,lcoe_usd_kwh,rank,crowding_distance,milp_status,solve_time_sec,capex_total_usd,annualized_capex_usd,fixed_opex_annual_usd,variable_h2_opex_annual_usd,degradation_opex_annual_usd,grid_opex_annual_usd,grid_peak_opex_annual_usd,E_grid_total_kwh,E_load_total_kwh,E_grid_peak_opt_kwh,E_grid_peak_ref_kwh,R_peak_percent,P_peak_grid_opt_kw,P_peak_grid_ref_kw,Peak_reduction_percent,peak_grid_dependency_ratio,peak_grid_dependency_percent,total_grid_dependency_ratio,grid_dependency_objective,source_run,source_solution_id,globally_nondominated,peak_normalized,lcoe_normalized,knee_distance
41,17,628.0,1462.0,240.0,58.0,60.0,0.1616318346458821,0,0.13619173546586,OPTIMAL,9.678999999999988,1542440.0,157100.9209771804,25000.8,6025.313728208634,0.0,178469.49020202307,1664.9317616565604,1182026.919792423,2268096.0450061434,3329.863523313121,325732.2452614388,98.97772984659824,409.2257929892148,474.8149521321564,13.813625465755342,0.0102227015340176,1.0222701534017642,0.5211538207982817,0.0883957746537598,cold_start_20260830_174912,17,True,0.5041581989140211,0.3735098231452714,0.0865017711578374
