hour_of_week,t_global,hour,demand_kw,pv_kw,p_grid_kw,p_pv_used_kw,p_pv_curtail_kw,p_bat_ch_kw,p_bat_dis_kw,p_elz_kw,p_fc_kw,soc_bat_kwh,h2_level_kg,p_unserved_kw,blackout_flag
141,4425.0,4425.0,278.1658799439547,0.0,197.67804001209174,0.0,0.0,0.0,0.0,0.0,87.0,82.17,46.98469846984699,-0.0,0.0
142,4426.0,4426.0,346.53415223227285,0.0,260.27112014669717,0.0,0.0,0.0,0.0,0.0,87.0,82.17,41.76417641764177,-0.0,0.0
143,4427.0,4427.0,336.7394067253495,0.0,249.7394067253495,0.0,0.0,0.0,0.0,0.0,87.0,82.17,36.54365436543655,-0.0,0.0
144,4428.0,4428.0,345.9621469763401,0.0,258.9621469763401,0.0,0.0,0.0,0.0,0.0,87.0,82.17,31.32313231323133,-0.0,0.0
145,4429.0,4429.0,347.0148740546309,0.0,260.0148740546309,0.0,0.0,0.0,0.0,0.0,87.0,82.17,26.102610261026108,-0.0,0.0
146,4430.0,4430.0,345.39198726972904,0.0,258.39198726972904,0.0,0.0,0.0,0.0,0.0,87.0,82.17,20.882088208820885,-0.0,0.0
147,4431.0,4431.0,349.397953001794,0.0,262.397953001794,0.0,0.0,0.0,0.0,0.0,87.0,82.17,15.661566156615663,-0.0,0.0
148,4432.0,4432.0,347.3030511706207,0.0,261.0895314895522,0.0,0.0,0.0,0.0,0.0,87.0,82.17,10.441044104410445,-0.0,0.0
149,4433.0,4433.0,261.80532668235037,0.0,175.62711128598215,0.0,0.0,0.0,0.0,0.0,87.0,82.17,5.220522052205221,-0.0,0.0
150,4434.0,4434.0,262.3394720210499,0.0,175.3394720210499,0.0,0.0,0.0,0.0,0.0,87.0,82.17,0.0,-0.0,0.0
151,4435.0,4435.0,117.96057084086056,183.5500325502215,0.0,183.5500325502215,0.0,0.0,0.0,62.352429189431106,0.0,82.17,1.3095319661746707,-0.0,0.0
152,4436.0,4436.0,121.4269976859822,354.59143371291606,0.0,354.59143371291606,0.0,0.0,0.0,236.32399315350324,0.0,82.17,6.268670207276072,-0.0,0.0
153,4437.0,4437.0,121.37231430399584,501.4680146581263,0.0,485.711571454356,0.0,0.0,0.0,374.0,0.0,82.17,14.063688675562142,-0.0,0.0
154,4438.0,4438.0,97.62492314749058,614.1703791194624,0.0,472.6600238349826,137.8712334507796,0.0,0.0,374.0,0.0,82.17,21.918474154109994,-0.0,0.0
155,4439.0,4439.0,97.33130585332441,685.0180472083478,0.0,655.9766222759764,0.0,183.97121496736537,0.0,374.0,0.0,256.44145692262794,29.773259632657854,-0.0,0.0
156,4440.0,4440.0,101.10485736470801,708.0849171039936,0.0,670.3421197758519,0.0,193.93589004388042,0.0,374.0,0.0,410.1714983186461,37.62804511120571,-0.0,0.0
157,4441.0,4441.0,96.49119589938724,685.0180472083478,0.0,487.41677623256544,184.9125088627718,4.499495762696103,0.0,374.0,0.0,460.61346711694716,45.48283058975356,-0.0,0.0
158,4442.0,4442.0,97.65729336432466,614.1703791194625,0.0,575.7782997765864,17.019183391580924,92.17248049499351,0.0,374.0,0.0,547.8000000000001,53.337616068301415,-0.0,0.0
159,4443.0,4443.0,98.78769983686297,501.4680146581263,0.0,475.5977885530697,0.0,0.0,0.0,374.0,0.0,547.8000000000001,61.18632582793775,-0.0,0.0
160,4444.0,4444.0,213.2965175388183,354.59143371291606,0.0,354.59143371291606,0.0,0.0,0.0,139.67865502855918,0.0,547.8000000000001,64.25894784633749,-0.0,0.0
