solution_id,pv_kw,bsv_kwh,biomethane_storage_nm3,chp_kw,lcoe_usd_kwh,rank,crowding_distance,milp_status,solve_time_sec,capex_total_usd,annualized_capex_usd,fixed_opex_annual_usd,variable_h2_opex_annual_usd,biomethane_fuel_opex_annual_usd,chp_variable_opex_annual_usd,variable_biomethane_opex_annual_usd,variable_dispatchable_opex_annual_usd,degradation_opex_annual_usd,grid_opex_annual_usd,grid_peak_opex_annual_usd,E_grid_total_kwh,E_load_total_kwh,E_grid_peak_opt_kwh,E_grid_peak_ref_kwh,R_peak_percent,P_peak_grid_opt_kw,P_peak_grid_ref_kw,Peak_reduction_percent,peak_grid_dependency_ratio,peak_grid_dependency_percent,total_grid_dependency_ratio,grid_dependency_objective,source_run,source_solution_id,global_solution_id,peak_norm,lcoe_norm,knee_distance
13,206.0,323.0,208.0,18.0,0.1756872637582665,0,0.4133668735106546,OPTIMAL,9.470999999999997,385636.0,39277.8784017245,3818.16,0.0,3631.1085113684576,690.2960803765399,4321.404591744998,4321.404591744998,0.0,351058.145094606,121707.30264949406,1772420.2215997349,2268096.0450061434,243414.6052989881,325732.2452614388,25.271566189703133,457.263901370698,474.8149521321564,3.6963980773236815,0.7472843381029687,74.72843381029686,0.7814573044656643,0.8645029337728183,seed43,13,29,0.8099551122394638,0.7023158280594826,0.362230255690194
