global_solution_id,solution_id,pv_kw,bsv_kwh,electrolyzer_kw,h2_tank_kg,fuelcell_kw,lcoe_usd_kwh,rank,crowding_distance,milp_status,solve_time_sec,capex_total_usd,annualized_capex_usd,fixed_opex_annual_usd,variable_h2_opex_annual_usd,degradation_opex_annual_usd,grid_opex_annual_usd,grid_peak_opex_annual_usd,E_grid_total_kwh,E_load_total_kwh,E_grid_peak_opt_kwh,E_grid_peak_ref_kwh,R_peak_percent,P_peak_grid_opt_kw,P_peak_grid_ref_kw,Peak_reduction_percent,peak_grid_dependency_ratio,peak_grid_dependency_percent,total_grid_dependency_ratio,grid_dependency_objective,source_run,source_solution_id,globally_nondominated,peak_normalized,lcoe_normalized,knee_distance,route,biomethane_storage_nm3,chp_kw,biomethane_fuel_opex_annual_usd,chp_variable_opex_annual_usd,variable_biomethane_opex_annual_usd,variable_dispatchable_opex_annual_usd,peak_norm,lcoe_norm,globally_dominated_cross_route
40,16,637.0,1450.0,270.0,62.0,61.0,0.1640030798212372,0,0.1040516109343743,OPTIMAL,9.607999999999985,1612500.0,164236.68672733032,26301.0,6679.175879586739,0.0,174757.8741044579,1842.4443011984465,1156454.420624127,2268096.0450061434,3684.888602396893,325732.2452614388,98.86873692856555,407.2476001141024,474.8149521321564,14.23024942972896,0.0113126307143443,1.1312630714344332,0.5098789458984283,0.0877944725991085,cold_start_20260830_174912,16,True,0.4869565217391304,0.4192653332439181,0.0663111622685818,H2,,,,,,,,,False
41,17,628.0,1462.0,240.0,58.0,60.0,0.1616318346458821,0,0.13619173546586,OPTIMAL,9.678999999999988,1542440.0,157100.9209771804,25000.8,6025.313728208634,0.0,178469.49020202307,1664.9317616565604,1182026.919792423,2268096.0450061434,3329.863523313121,325732.2452614388,98.97772984659824,409.2257929892148,474.8149521321564,13.813625465755342,0.0102227015340176,1.0222701534017642,0.5211538207982817,0.0883957746537598,cold_start_20260830_174912,17,True,0.5041581989140211,0.3735098231452714,0.0865017711578374,H2,,,,,,,,,False
42,18,631.0,1469.0,237.0,58.0,62.0,0.1615583756877379,0,0.097305761400746,OPTIMAL,9.799,1543580.0,157217.0324952388,25019.6,5971.539196533224,0.0,178221.741243203,1203.7940989776455,1182527.2358261244,2268096.0450061434,2407.5881979552914,325732.2452614388,99.26086893975666,413.2444705279062,474.8149521321564,12.967258366184131,0.0073913106024333,0.7391310602433346,0.5213744093552799,0.0855974720057253,cold_start_20260830_174912,18,True,0.5391032209895981,0.3720923602291056,0.0627942067195846,H2,,,,,,,,,False
43,19,628.0,1487.0,230.0,60.0,61.0,0.1609312956483505,0,0.033672799912117,OPTIMAL,9.771999999999997,1530440.0,155878.6944713026,24761.8,5808.435123641853,0.0,178558.70558279383,925.8789497236314,1186070.6021199154,2268096.0450061434,1851.7578994472628,325732.2452614388,99.43150918388169,415.525792989215,474.8149521321564,12.486792776154887,0.0056849081611831,0.5684908161183144,0.522936674014042,0.0841254092632894,cold_start_20260830_174912,19,True,0.5589408076096749,0.3599922335222358,0.0573229963457968,H2,,,,,,,,,False
44,20,589.0,1425.0,218.0,103.0,52.0,0.1607414032066769,0,0.0298682913779885,OPTIMAL,10.275,1467900.0,149508.85733150275,23526.0,5407.925923419065,0.0,186134.15762687995,4646.192141995394,1219212.154183221,2268096.0450061434,9292.384283990788,325732.2452614388,97.14723229917487,416.2476001141024,474.8149521321564,12.33477415887123,0.0285276770082512,2.85276770082512,0.5375487325008402,0.1091599868833772,cold_start_20260830_174912,20,True,0.5652173913043478,0.3563280719150957,0.0554757349723808,H2,,,,,,,,,False
45,21,615.0,1472.0,227.0,57.0,60.0,0.1603264142720194,0,0.0577258467432016,OPTIMAL,9.603999999999992,1505040.0,153291.64836719458,24388.8,5694.771139251599,0.0,180260.4866139377,1404.6253334583982,1195181.6592034455,2268096.0450061434,2809.2506669167965,325732.2452614388,99.13755831429522,416.708559535566,474.8149521321564,12.237692249509768,0.0086244168570478,0.8624416857047847,0.5269537248367312,0.0876674755825575,cold_start_20260830_174912,21,True,0.5692257340996835,0.3483204518731471,0.0583036510333059,H2,,,,,,,,,False
46,22,609.0,1471.0,209.0,62.0,54.0,0.159091688582614,0,0.0978114037596817,OPTIMAL,9.892,1458020.0,148502.55750833004,23400.4,5281.239011327019,0.0,183651.0331479187,2408.290322502183,1213101.532814448,2268096.0450061434,4816.580645004366,325732.2452614388,98.52130677417628,417.6075019108348,474.8149521321564,12.048367467037757,0.014786932258237,1.478693225823709,0.5348545690935069,0.0950151176222631,cold_start_20260830_174912,22,True,0.5770426243194122,0.3244952041350311,0.0696232691902162,H2,,,,,,,,,False
47,23,605.0,1460.0,193.0,63.0,50.0,0.1581494497185158,0,0.1155813332868311,OPTIMAL,9.980999999999996,1415000.0,144120.8754847581,22522.0,4916.395523362191,0.0,187138.8704183434,3611.957704596246,1230736.6668341735,2268096.0450061434,7223.915409192492,325732.2452614388,97.78225351825564,420.2040016631363,474.8149521321564,11.501522903562677,0.0221774648174436,2.217746481744367,0.5426298721096884,0.1035719456338969,cold_start_20260830_174912,23,True,0.5996208830350774,0.3063137776382431,0.0665142393125086,H2,,,,,,,,,False
48,24,594.0,1430.0,180.0,39.0,46.0,0.1568482658880926,0,0.1075589042729768,OPTIMAL,9.59999999999999,1351800.0,137683.81588713496,21460.0,4589.101717268653,0.0,192014.01392245136,6114.040998433911,1251561.234823651,2268096.0450061434,12228.081996867822,325732.2452614388,96.24597129244808,422.3718753759081,474.8149521321564,11.04495056879584,0.0375402870755191,3.7540287075519134,0.5518113915763478,0.1203119958119713,cold_start_20260830_174912,24,True,0.6184719587983103,0.2812061546425698,0.0709382862873811,H2,,,,,,,,,False
49,25,558.0,1460.0,193.0,34.0,44.0,0.1558592571612314,0,0.0611389306251701,OPTIMAL,9.569999999999991,1342800.0,136767.1460077266,21644.0,4739.926712814551,0.0,190352.69202444333,5140.589505568577,1245028.529136969,2268096.0450061434,10281.179011137154,325732.2452614388,96.84367170868046,424.2476001141024,474.8149521321564,10.649907251442135,0.0315632829131954,3.1563282913195434,0.5489311318531913,0.1139029526911741,cold_start_20260830_174912,25,True,0.6347826086956522,0.2621222575998399,0.0728992681497912,H2,,,,,,,,,False
50,26,572.0,1459.0,158.0,27.0,41.0,0.1543380188643187,0,0.133843256035098,OPTIMAL,9.317999999999978,1278480.0,130216.01193622156,20220.6,3930.816339337477,0.0,195686.02190468583,6074.958182728499,1276223.6745118392,2268096.0450061434,12149.916365456998,325732.2452614388,96.26996818945412,428.9476228014519,474.8149521321564,9.660043165181998,0.0373003181054588,3.7300318105458814,0.5626850226743296,0.1217030715066082,cold_start_20260830_174912,26,True,0.6756523711943437,0.2327684670343354,0.0647562463038808,H2,,,,,,,,,False
51,27,561.0,1429.0,147.0,33.0,37.0,0.1540310924193837,0,0.0507887125505124,OPTIMAL,9.52399999999998,1237280.0,126019.70093270775,19418.6,3746.307712482917,0.0,200172.7028791893,9232.367887144845,1291400.3023879195,2268096.0450061434,18464.73577428969,325732.2452614388,94.33131473997317,431.2476001141024,474.8149521321564,9.175648707441674,0.0566868526002685,5.66868526002685,0.5693763741757337,0.1420933087266285,cold_start_20260830_174912,27,True,0.6956521739130435,0.2268460191167929,0.0548020532628135,H2,,,,,,,,,False
52,28,557.0,1474.0,146.0,36.0,33.0,0.153152435855222,0,0.0982324539815809,OPTIMAL,11.146,1237780.0,126070.62703711934,19398.6,3712.8001502877673,0.0,198182.4068588791,7812.224273195477,1284758.9991176152,2268096.0450061434,15624.448546390957,325732.2452614388,95.20328466902302,435.2476001141024,474.8149521321564,8.333215253727122,0.0479671533097697,4.796715330976975,0.5664482339477539,0.1329343884019328,cold_start_20260830_174912,28,True,0.7304347826086957,0.2098914756926942,0.0421957074138616,H2,,,,,,,,,False
53,29,566.0,1471.0,132.0,47.0,37.0,0.1529465479376509,0,0.079617936896814,OPTIMAL,9.696,1229920.0,125270.06867576938,19137.4,3411.5617325620988,0.0,199078.4300663972,6659.489995249823,1296111.9137981487,2268096.0450061434,13318.979990499643,325732.2452614388,95.9110649362302,436.8806710097879,474.8149521321564,7.989276865023864,0.0408893506376981,4.08893506376981,0.5714537162797434,0.1266074080796596,cold_start_20260830_174912,29,True,0.7446353990929172,0.2059186656309073,0.0349635561358947,H2,,,,,,,,,False
54,30,503.0,1482.0,149.0,28.0,30.0,0.1514607160103072,0,0.0347267981408077,OPTIMAL,9.106999999999978,1182840.0,120474.86668437545,18848.8,3625.107646205116,0.0,200578.6766261961,8370.387744573922,1298129.3680332955,2268096.0450061434,16740.775489147843,325732.2452614388,94.86057160975533,438.2476001141024,474.8149521321564,7.7013901634412125,0.0513942839024468,5.139428390244689,0.5723432086976632,0.1372457652070963,cold_start_20260830_174912,30,True,0.7565217391304347,0.1772480758230504,0.0468318129656304,H2,,,,,,,,,False
55,31,558.0,1477.0,95.0,40.0,27.0,0.1507531692177357,0,0.1157279041731161,OPTIMAL,9.91899999999999,1132040.0,115300.7744761594,17171.8,2497.414100931589,0.0,206952.67829779728,9797.877181567368,1333961.0951380008,2268096.0450061434,19595.754363134736,325732.2452614388,93.9840913363039,442.35360330039424,474.8149521321564,6.836631552143524,0.060159086636961,6.015908663696104,0.5881413611540368,0.1483802908100665,cold_start_20260830_174912,31,True,0.7922261146634073,0.1635952638956961,0.0312390028043313,H2,,,,,,,,,False
56,32,481.0,1484.0,96.0,35.0,26.0,0.1481620181154153,0,0.2995711566085581,OPTIMAL,9.841999999999976,1054280.0,107380.7467180712,16403.6,2399.1619583020274,0.0,209862.1786313289,9707.6298260699,1353778.9183538673,2268096.0450061434,19415.2596521398,325732.2452614388,94.03950332379382,443.8201519946388,474.8149521321564,6.527764131760283,0.0596049667620617,5.960496676206175,0.59687900842409,0.1491368180256752,cold_start_20260830_174912,32,True,0.8049787120046645,0.1135964524435712,0.0575760533756519,H2,,,,,,,,,False
57,33,462.0,1488.0,64.0,17.0,11.0,0.1462597824230723,0,0.2550846640510114,OPTIMAL,8.474999999999985,941860.0,95930.5214021726,14258.2,1503.5369673495816,0.0,220038.9756877073,15304.031683978064,1395507.6900594844,2268096.0450061434,30608.06336795613,325732.2452614388,90.60330568642674,457.2476001141024,474.8149521321564,3.699831258297115,0.0939669431357326,9.396694313573262,0.6152771586247815,0.1862585169294498,cold_start_20260830_174912,33,True,0.9217391304347826,0.0768909420494504,0.0009686850361328,H2,,,,,,,,,False
58,34,453.0,1445.0,38.0,23.0,9.0,0.1457608918658615,0,0.1713998090128006,OPTIMAL,8.934999999999992,872400.0,88855.86697731657,12897.0,965.2917467161708,0.0,227881.54363349592,19407.288897955423,1428642.9426995143,2268096.0450061434,38814.57779591085,325732.2452614388,88.08390070047946,459.2476001141024,474.8149521321564,3.2786145314398385,0.1191609929952054,11.916099299520546,0.6298864397057069,0.2136439589510615,cold_start_20260830_174912,34,True,0.9391304347826088,0.0672643576009823,0.0045218010587172,H2,,,,,,,,,False
59,35,425.0,1486.0,16.0,14.0,4.0,0.1428990508278387,0,0.1744677589602319,OPTIMAL,9.756999999999994,797520.0,81229.17358063906,11668.4,405.7512640769411,0.0,230805.44717303687,18407.62342456396,1452800.738505614,2268096.0450061434,36815.24684912791,325732.2452614388,88.69769653305913,464.2476001141024,474.8149521321564,2.225572714296653,0.1130230346694086,11.30230346694086,0.6405375741051031,0.209103670785174,cold_start_20260830_174912,35,True,0.982608695652174,0.0120423173510262,0.0037823049779158,H2,,,,,,,,,False
60,36,314.0,1439.0,15.0,28.0,2.0,0.1422749667151897,0,inf,OPTIMAL,8.04599999999999,679980.0,69257.46495556594,10317.6,252.0026138912804,0.0,242866.22174064524,23108.95231047023,1511266.367488774,2268096.0450061434,46217.90462094046,325732.2452614388,85.8110748035261,466.2476001141024,474.8149521321564,1.804355987439388,0.141889251964739,14.188925196473903,0.6663149785108331,0.2418364987413639,cold_start_20260830_174912,36,True,1.0,0.0,0.0,H2,,,,,,,,,False
0,0,303.0,50.0,,,,0.1896951589458584,0,inf,OPTIMAL,10.516999999999976,635858.0,64763.54179787089,3847.78,0.0,0.0,342081.2063717721,123527.83006396622,1704078.168846638,2268096.0450061434,247055.66012793244,325732.2452614388,24.153760113727472,410.4523135750388,474.8149521321564,13.555309972463414,0.7584623988627253,75.84623988627253,0.7513254002618845,0.871161208902008,seed42,0,,,,0.0,B1_biomethane,369.0,63.0,16430.728886686356,3123.5827055839454,19554.3115922703,19554.3115922703,0.0,1.0,True
1,1,301.0,49.0,,,,0.1896638543215509,0,0.0084535221066766,OPTIMAL,19.681,633476.0,64520.92983645414,3821.76,0.0,0.0,342368.2096320504,123624.74591530126,1705539.2499422634,2268096.0450061434,247249.4918306025,325732.2452614388,24.094253661575483,410.89810198526726,474.8149521321564,13.461423204949751,0.7590574633842452,75.90574633842452,0.7519695886324972,0.8718529016791198,seed42,1,,,,0.0049836683243427,B1_biomethane,368.0,63.0,16355.6320619129,3109.306336913733,19464.938398826635,19464.938398826635,0.0077132312498733,0.9993347400847814,True
2,2,299.0,48.0,,,,0.1896327739858213,0,0.0249449872549662,OPTIMAL,10.009999999999982,631094.0,64278.3178750374,3795.74,0.0,0.0,342656.4147807249,123721.66176663636,1707008.3436271965,2268096.0450061434,247443.3235332727,325732.2452614388,24.03474720942348,411.3515545949132,474.8149521321564,13.36592229293978,0.7596525279057652,75.96525279057651,0.7526173097412076,0.8725451243669463,seed42,2,,,,0.0100644760188292,B1_biomethane,367.0,63.0,16279.952784593755,3094.919240429126,19374.87202502288,19374.87202502288,0.0155590719195866,0.9986742465644204,True
3,3,290.0,55.0,,,,0.1889148842379263,0,0.1400558371700783,OPTIMAL,6.735000000000007,616720.0,62814.29422541343,3709.0,0.0,0.0,343839.4643538265,123590.87600727436,1715505.6743248964,2268096.0450061434,247181.7520145487,325732.2452614388,24.115049826842903,415.8640348984492,474.8149521321564,12.4155562012081,0.758849501731571,75.8849501731571,0.7563637695599658,0.8723040671655659,seed42,3,,,,0.0544856048889207,B1_biomethane,350.0,62.0,15220.77935263629,2893.5638509578107,18114.3432035941,18114.3432035941,0.0936360324081556,0.983418248979858,True
4,4,268.0,69.0,,,,0.1880357124302613,0,0.067910478871464,OPTIMAL,11.392999999999985,557224.0,56754.49520927126,3602.44,0.0,0.0,349010.749280054,128256.42888860004,1728208.3270535602,2268096.0450061434,256512.8577772001,325732.2452614388,21.250394608210165,417.2476001141025,474.8149521321564,12.124165795442565,0.7874960539178983,78.74960539178983,0.7619643492870158,0.9017907063109508,seed42,4,,,,0.0582019010732403,B1_biomethane,382.0,51.0,14381.381955130748,2733.989238532369,17115.371193663115,17115.371193663115,0.1175750990432555,0.964734818810418,True
5,5,268.0,69.0,,,,0.1874495245897559,0,0.0200129101431349,OPTIMAL,10.014999999999986,551230.0,56143.993069585296,3542.5,0.0,0.0,350380.80088874407,128256.65310745794,1737340.9580901563,2268096.0450061434,256513.30621491588,325732.2452614388,21.2502569375551,417.7717201674743,474.8149521321564,12.013781728761808,0.787497430624449,78.74974306244489,0.7659909120318803,0.9023960674292312,seed42,5,,,,0.0558057867632799,B1_biomethane,345.0,51.0,12676.374564149744,2409.856837828195,15086.231401977935,15086.231401977935,0.1266436595567076,0.952277640942824,True
6,6,257.0,63.0,,,,0.1869900375412441,0,0.1577965448831511,OPTIMAL,10.679999999999982,503200.0,51252.031479809375,3381.8,0.0,0.0,355961.2615918569,133217.92399661042,1751391.4319615308,2268096.0450061434,266435.84799322084,325732.2452614388,18.20403049769468,425.24760011410217,474.8149521321564,10.439298888013536,0.8179596950230532,81.79596950230533,0.7721857439933885,0.9337875566220616,seed42,6,,,,0.1403661369590163,B1_biomethane,330.0,43.0,11357.198234247278,2159.073296932582,13516.27153117986,13516.27153117986,0.2559946913501902,0.94251300323517,True
7,7,248.0,77.0,,,,0.1862552695362151,0,0.0029705795986558,OPTIMAL,11.180999999999983,494040.0,50319.06524698932,3321.0,0.0,0.0,355392.8733605029,131861.20704270503,1753933.5228707297,2268096.0450061434,263722.41408541007,325732.2452614388,19.037056379315,425.2476001141032,474.8149521321564,10.439298888013337,0.80962943620685,80.962943620685,0.773306547900611,0.9256254183919416,seed42,7,,,,0.1293248906270191,B1_biomethane,310.0,43.0,11269.500223846226,2142.4013653042284,13411.901589150451,13411.901589150451,0.2559946913502079,0.9268983229269396,True
8,8,227.0,79.0,,,,0.1861305528652083,0,0.0450038944775594,OPTIMAL,7.930999999999989,472288.0,48103.57600066815,3191.08,0.0,0.0,358317.1950144205,132762.2703752494,1769224.0383449723,2268096.0450061434,265524.5407504988,325732.2452614388,18.483802382725766,427.2476001141026,474.8149521321564,10.018082161156173,0.8151619761727423,81.51619761727423,0.7800481122659779,0.932169193012639,seed42,8,,,,0.151920150395966,B1_biomethane,354.0,41.0,10545.378437184005,2004.7413561133144,12550.11979329732,12550.11979329732,0.2905995894269332,0.9242479476608024,True
9,9,231.0,69.0,,,,0.1856939619004292,0,0.0388418756605103,OPTIMAL,7.444999999999991,455348.0,46378.199583203976,3041.28,0.0,0.0,359550.19148049376,134279.29815809324,1770364.5517988568,2268096.0450061434,268558.5963161865,325732.2452614388,17.552345454581463,428.2476001141022,474.8149521321564,9.807473797727615,0.8244765454541854,82.44765454541853,0.7805509628645649,0.94155918988387,seed42,9,,,,0.1575942438484924,B1_biomethane,264.0,40.0,10252.925291374451,1949.14421281284,12202.069504187291,12202.069504187291,0.3079020384652939,0.9149698785371768,True
10,10,245.0,105.0,,,,0.185306319655312,0,0.0638314392191473,OPTIMAL,10.089999999999984,494712.0,50387.50993131848,3472.52,0.0,0.0,355048.9795596355,130242.51477621848,1759194.7947752173,2268096.0450061434,260485.02955243696,325732.2452614388,20.03093542570008,428.3578345096222,474.8149521321564,9.78425751209362,0.7996906457429992,79.96906457429992,0.775626234457127,0.9160345809115682,seed42,10,,,,0.1531178856210985,B1_biomethane,346.0,41.0,9565.130957821146,1818.390276082343,11383.521233903488,11383.521233903488,0.3098093634760534,0.9067320270111964,True
11,11,231.0,97.0,,,,0.1844669162026829,0,0.0332506840311434,OPTIMAL,6.90700000000001,450758.0,45910.69794470572,3140.1800000000003,0.0,0.0,358588.7810763783,132660.50422204856,1771509.520806295,2268096.0450061434,265321.0084440971,325732.2452614388,18.54628692620053,430.2476001141024,474.8149521321564,9.386257070870307,0.8145371307379947,81.45371307379948,0.7810557779097477,0.9316954974244568,seed42,11,,,,0.1636249740790743,B1_biomethane,249.0,38.0,9031.987609127176,1717.036443573611,10749.024052700788,10749.024052700788,0.342506936542032,0.888893720943541,True
12,12,252.0,113.0,,,,0.1844436944185219,0,0.1088803124877367,OPTIMAL,10.057999999999986,461010.0,46954.88678956065,3527.5,0.0,0.0,358785.47417095845,134394.68999698985,1764727.9411537703,2268096.0450061434,268789.3799939797,325732.2452614388,17.481494723298173,436.2476001141032,474.8149521321564,8.122606890298334,0.8251850527670183,82.51850527670183,0.7780657900441736,0.9418949212736444,seed42,12,,,,0.236684098160314,B1_biomethane,315.0,32.0,7619.616815091967,1448.5360613601983,9068.152876452164,9068.152876452164,0.4463216307722513,0.8884002308441097,True
13,13,240.0,70.0,,,,0.1842310197452163,0,0.0598249257499628,OPTIMAL,10.384999999999978,403256.0,41072.51432118841,2980.16,0.0,0.0,365747.09365854994,140204.513037265,1784026.2302164298,2268096.0450061434,280409.02607453,325732.2452614388,13.914256216952523,439.24760011410217,474.8149521321564,7.490781800012625,0.8608574378304747,86.08574378304748,0.7865743755183866,0.9788435941582329,seed42,13,,,,0.2701923055396393,B1_biomethane,168.0,29.0,6767.362081615991,1286.5171902196323,8053.879271835623,8053.879271835623,0.4982289778873363,0.8838806450556768,True
14,14,251.0,113.0,,,,0.1841112831778918,0,0.0254159235966002,OPTIMAL,18.333999999999985,445100.0,45334.418147184326,3493.2,0.0,0.0,360718.0158149309,136037.13142985728,1769946.825426872,2268096.0450061434,272074.26285971457,325732.2452614388,16.473033659488422,439.2476001141031,474.8149521321564,7.490781800012436,0.8352696634051158,83.52696634051158,0.7803667879602858,0.9523246815991586,seed42,14,,,,0.2683930424719465,B1_biomethane,300.0,29.0,6752.70791225193,1283.7313424154386,8036.439254667368,8036.439254667368,0.498228977887352,0.881336102823053,True
15,15,249.0,114.0,,,,0.1838903840195606,0,0.0456612422727238,OPTIMAL,6.593000000000011,437216.0,44531.41533282261,3458.16,0.0,0.0,361390.6022345739,136487.7155785222,1772328.008864056,2268096.0450061434,272975.4311570444,325732.2452614388,16.196374436939987,440.24760011410217,474.8149521321564,7.280173436583992,0.8380362556306001,83.80362556306001,0.7814166480146811,0.9552487528328024,seed42,15,,,,0.2773083036814833,B1_biomethane,288.0,28.0,6470.746415789423,1230.1287262402975,7700.87514202972,7700.87514202972,0.5155314269257039,0.8766417370993267,True
16,16,241.0,129.0,,,,0.1826997698082532,0,0.1029039587253311,OPTIMAL,10.985999999999985,414314.0,42198.796046354815,3345.34,0.0,0.0,361793.6901512559,136128.97780849625,1776689.3712353902,2268096.0450061434,272257.9556169925,325732.2452614388,16.416639869819093,442.2476001141025,474.8149521321564,6.858956709726649,0.8358336013018091,83.5833601301809,0.783339565865068,0.9533345361815692,seed42,16,,,,0.2838864842817893,B1_biomethane,227.0,26.0,5917.79068927431,1125.0084387467982,7042.799128021108,7042.799128021108,0.5501363250024449,0.8513397912432781,True
17,0,229.0,118.0,,,,0.1824317355828486,0,inf,OPTIMAL,10.61399999999999,388120.0,39530.8792884412,3100.8,0.0,0.0,364597.8671163629,137742.55217318196,1787853.8706342364,2268096.0450061434,275485.1043463639,325732.2452614388,15.425903221446667,443.24760011410217,474.8149521321564,6.648348346298083,0.8457409677855333,84.57409677855333,0.7882619761939551,0.9639802642146266,seed43,0,,,,0.2920934540539388,B1_biomethane,180.0,25.0,5497.956230536322,1045.1953237251766,6543.151554261499,6543.151554261499,0.5674387740408067,0.8456437501626761,True
18,1,223.0,134.0,,,,0.1819924357681663,0,0.0048305604394732,OPTIMAL,12.978000000000014,387422.0,39459.78644668265,3129.02,0.0,0.0,363469.85922692873,136191.89855182095,1787570.2016043605,2268096.0450061434,272383.7971036419,325732.2452614388,16.378006455878634,443.2476001141024,474.8149521321564,6.648348346298027,0.8362199354412136,83.62199354412137,0.7881369069622087,0.954440471485545,seed43,1,,,,0.2854921629874885,B1_biomethane,191.0,25.0,5644.587317258951,1073.0707959422916,6717.6581132012425,6717.6581132012425,0.5674387740408106,0.8363081148073259,True
19,2,208.0,135.0,,,,0.1818002142053701,0,0.0313101139752747,OPTIMAL,6.784000000000004,373452.0,38036.91108942324,2991.52,0.0,0.0,365129.46772503166,136094.98270048588,1799086.5322312769,2268096.0450061434,272189.96540097176,325732.2452614388,16.437512908030637,443.4132164387021,474.8149521321564,6.6134681632170285,0.8356248709196936,83.56248709196936,0.7932144391294522,0.9546070367891114,seed43,2,,,,0.284629941565243,B1_biomethane,196.0,25.0,5194.871042303477,987.576963711344,6182.448006014822,6182.448006014822,0.5703043420571183,0.83222318156191,True
20,3,208.0,136.0,,,,0.1817663688987137,0,0.0434128640909471,OPTIMAL,10.533999999999978,373672.0,38059.31857536433,2995.92,0.0,0.0,365043.2594798671,135998.0668491508,1798964.0845697438,2268096.0450061434,271996.1336983016,325732.2452614388,16.49701936018264,443.888325495238,474.8149521321564,6.513406222369866,0.8350298063981736,83.50298063981737,0.7931604521469333,0.9540038742202136,seed43,3,,,,0.2899341601418586,B1_biomethane,196.0,25.0,5180.281043872303,984.8033151965152,6165.084359068818,6165.084359068818,0.5785248922954981,0.8315039291723713,True
21,4,207.0,137.0,,,,0.1817269387936106,0,0.0234250656029433,OPTIMAL,10.232999999999985,372892.0,37979.87385248227,2990.32,0.0,0.0,365056.7280667253,135901.36139642436,1799505.1672615218,2268096.0450061434,271802.7227928487,325732.2452614388,16.556396627329672,444.4525024531778,474.8149521321564,6.394585836574029,0.8344360337267033,83.44360337267032,0.7933990146597375,0.953445885925664,seed43,4,,,,0.2962441739941376,B1_biomethane,196.0,25.0,5165.278071803292,981.951157850952,6147.229229654244,6147.229229654244,0.5882865353588721,0.8306659932776523,True
22,5,207.0,138.0,,,,0.1816927970705297,0,0.0260094223655923,OPTIMAL,8.48099999999999,373112.0,38002.28133842336,2994.72,0.0,0.0,364971.2091857946,135804.2351464807,1799388.2972217211,2268096.0450061434,271608.4702929614,325732.2452614388,16.616032264486623,445.0569792098141,474.8149521321564,6.267277976128205,0.8338396773551338,83.38396773551338,0.7933474868419196,0.9528418003814216,seed43,5,,,,0.3031267106561869,B1_biomethane,196.0,25.0,5149.543919006331,978.9599985480056,6128.503917554336,6128.503917554336,0.5987454636354494,0.8299404416920751,True
23,17,249.0,230.0,,,,0.1798323053306534,0,0.0784561939244812,OPTIMAL,11.756999999999987,439668.0,44781.15694885697,3945.88,0.0,0.0,353344.72916042845,127982.97682365491,1758377.6358924666,2268096.0450061434,255965.95364730983,325732.2452614388,21.41829451306953,445.2476001141024,474.8149521321564,6.227131619440762,0.7858170548693048,78.58170548693047,0.7752659503833771,0.9021069474268112,seed42,17,,,,0.2775015716718266,B1_biomethane,274.0,23.0,4877.86265723604,927.3117182708884,5805.174375506928,5805.174375506928,0.6020436721175457,0.790402814120601,True
24,8,242.0,255.0,,,,0.1786353756972715,0,0.1146925255012567,OPTIMAL,6.553000000000005,425960.0,43384.966870309225,3947.0,0.0,0.0,352704.040695636,126655.08054027834,1760303.2287829416,2268096.0450061434,253310.1610805567,325732.2452614388,22.233624467468605,447.9349765967564,474.8149521321564,5.661147656512389,0.777663755325314,77.7663755325314,0.7761149412780594,0.8940809965170229,seed43,8,,,,0.2923946820405442,B1_biomethane,250.0,21.0,4307.331347086156,818.8502041367014,5126.181551222857,5126.181551222857,0.6485418667555746,0.764966658151932,True
25,9,212.0,253.0,,,,0.1785389203925819,0,0.0508617741620268,OPTIMAL,9.447999999999992,395410.0,40273.38189076197,3678.7,0.0,0.0,356115.09527275804,127396.41224294849,1779584.0446846276,2268096.0450061434,254792.82448589697,325732.2452614388,21.77844588846416,448.24760011410257,474.8149521321564,5.595306529154809,0.7822155411153584,78.22155411153584,0.7846158228629191,0.8999079145447962,seed43,9,,,,0.294770111339532,B1_biomethane,275.0,20.0,4097.316894641174,778.9251639206598,4876.242058561834,4876.242058561834,0.6539510192326514,0.7629168700059421,True
26,10,206.0,290.0,,,,0.1770125942932474,0,0.0834081605511145,OPTIMAL,10.96699999999999,390584.0,39781.84313098145,3711.84,0.0,0.0,353128.92571828054,123810.52574355114,1776410.384651965,2268096.0450061434,247621.0514871023,325732.2452614388,23.980184618088085,448.6937270185009,474.8149521321564,5.501348471937995,0.7601981538191191,76.01981538191191,0.7832165611166406,0.8776806379866152,seed43,10,,,,0.2772924621866527,B1_biomethane,232.0,20.0,4082.792244929797,776.1639385997379,4858.956183529535,4858.956183529535,0.6616701072606483,0.7304806535075445,True
27,11,206.0,291.0,,,,0.176811587805854,0,0.0414999586869528,OPTIMAL,9.39899999999998,384214.0,39133.044560777984,3691.94,0.0,0.0,353582.4343738747,124261.10989221607,1777331.0496621565,2268096.0450061434,248522.2197844321,325732.2452614388,23.70352539553965,449.2476001141023,474.8149521321564,5.384698165726231,0.7629647460446035,76.29647460446036,0.7836224808801439,0.8805081181766251,seed43,11,,,,0.2810484280280022,B1_biomethane,217.0,19.0,3880.5312085542537,737.7128705069487,4618.244079061203,4618.244079061203,0.6712534682710141,0.7262090303298254,True
