solution_id,pv_kw,bsv_kwh,electrolyzer_kw,h2_tank_kg,fuelcell_kw,lcoe_usd_kwh,rank,crowding_distance,milp_status,solve_time_sec,capex_total_usd,annualized_capex_usd,fixed_opex_annual_usd,variable_h2_opex_annual_usd,degradation_opex_annual_usd,grid_opex_annual_usd,grid_peak_opex_annual_usd,E_grid_total_kwh,E_load_total_kwh,E_grid_peak_opt_kwh,E_grid_peak_ref_kwh,R_peak_percent,P_peak_grid_opt_kw,P_peak_grid_ref_kw,Peak_reduction_percent,peak_grid_dependency_ratio,peak_grid_dependency_percent,total_grid_dependency_ratio,grid_dependency_objective,E_grid_peak_opt_kWh,E_grid_peak_ref_kWh,scenario,label
5,659.0,887.0,342.0,344.0,84.0,0.1823546151861511,0,0.4467382111043879,OPTIMAL,12.358,1853740.0,155498.19029126214,30488.5,16543.780209892564,0.0,211067.31099117183,40761.93019951104,1216893.065676761,2268096.0450061434,81523.86039902209,325732.2452614388,74.97212462536844,380.9919459714055,474.8149521321564,19.759909779470654,0.2502787537463155,25.027875374631552,0.5365262500043136,0.3575840037471782,81523.86039902209,325732.2452614388,tariff_050_with_h2,"0,50 USD/kWh | Com penalização"
6,643.0,936.0,339.0,339.0,85.0,0.180270816829877,0,0.281263537750422,OPTIMAL,11.629000000000003,1840820.0,154414.4155339806,30487.0,16210.669630830806,0.0,207759.44151705952,36017.51424171406,1216981.2103190648,2268096.0450061434,72035.02848342812,325732.2452614388,77.88520187013985,386.8348143764326,474.8149521321564,18.529352826959023,0.2211479812986014,22.114798129860144,0.5365651128392883,0.3284610038664591,72035.02848342812,325732.2452614388,tariff_050_with_h2,"0,50 USD/kWh | Com penalização"
7,640.0,933.0,274.0,357.0,85.0,0.1771023493123787,0,1.0975724394747854,OPTIMAL,11.596000000000004,1717960.0,144108.48932038835,27948.5,13637.318093982278,0.0,215990.83062233217,36273.32112338749,1270663.3722397396,2268096.0450061434,72546.64224677498,325732.2452614388,77.72813612955399,416.3871812876893,474.8149521321564,12.30537719633663,0.2227186387044601,22.27186387044601,0.5602334940962775,0.3347653375237156,72546.64224677498,325732.2452614388,tariff_050_with_h2,"0,50 USD/kWh | Com penalização"
8,602.0,954.0,244.0,336.0,84.0,0.1735434190288235,0,inf,OPTIMAL,11.858,1610680.0,135109.46796116504,26319.0,12054.609065055203,0.0,220130.0653098983,35026.54304106093,1304076.567874371,2268096.0450061434,70053.08608212187,325732.2452614388,78.49365940854398,434.88397487944445,474.8149521321564,8.409797769299788,0.2150634059145601,21.506340591456013,0.5749653198089496,0.33005646987635,70053.08608212187,325732.2452614388,tariff_050_with_h2,"0,50 USD/kWh | Com penalização"
0,775.0,777.0,379.0,325.0,91.0,0.2172076446519706,0,inf,OPTIMAL,12.807000000000006,2017240.0,169213.1417475728,32682.5,19223.35440479808,0.0,271528.8036278634,137218.36775276047,1169839.6413395405,2268096.0450061434,274436.73550552095,325732.2452614388,15.74775310155342,367.3444554936201,474.8149521321564,22.63418541390495,0.8425224689844658,84.25224689844659,0.5157804687836188,0.9456785627411896,274436.73550552095,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
1,775.0,772.0,368.0,325.0,89.0,0.2168353373509061,0,0.3343760557816204,OPTIMAL,15.646000000000004,1991540.0,167057.3359223301,32137.0,18760.89354283893,0.0,273848.1415979942,138306.7567771085,1180222.7456934548,2268096.0450061434,276613.513554217,325732.2452614388,15.07948089934976,369.3444554936201,474.8149521321564,22.212968687047677,0.8492051910065024,84.92051910065024,0.5203583632589325,0.9532768636582888,276613.513554217,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
2,774.0,778.0,369.0,332.0,88.0,0.2164217114868258,0,0.1672095246959288,OPTIMAL,12.956000000000005,1996760.0,167495.2077669903,32203.0,18795.110412097307,0.0,272371.9096976427,136552.7933507701,1178566.3623473574,2268096.0450061434,273105.5867015402,325732.2452614388,16.156416604582525,370.3444554936201,474.8149521321564,22.00236032361904,0.8384358339541748,83.84358339541748,0.5196280664314483,0.9423614472404644,273105.5867015402,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
3,776.0,777.0,367.0,323.0,87.0,0.215794871502658,0,0.4898155390876357,OPTIMAL,14.818,1987840.0,166746.96699029126,32044.5,18726.694782675982,0.0,271925.33281482046,135606.50801620155,1180005.1813565292,2268096.0450061434,271213.0160324031,325732.2452614388,16.737436966143015,371.3444554936201,474.8149521321564,21.7917519601904,0.8326256303385698,83.26256303385698,0.520262439482951,0.93667811823516,271213.0160324031,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
4,774.0,774.0,387.0,330.0,86.0,0.214151036700442,0,0.4218939345992822,OPTIMAL,13.353999999999996,2028080.0,170122.43883495146,32811.0,19543.32370711634,0.0,263238.35683217016,126648.55847941298,1163895.772643874,2268096.0450061434,253297.116958826,325732.2452614388,22.237629020877257,372.3444554936201,474.8149521321564,21.58114359676177,0.7776237097912274,77.76237097912274,0.5131598263691348,0.8802556750650544,253297.116958826,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
5,768.0,782.0,400.0,378.0,85.0,0.2139687107457325,0,0.4209388140575267,OPTIMAL,13.592,2077340.0,174254.53980582525,33564.0,20004.98204934958,0.0,257478.0647422847,120663.46405010424,1153424.2660480784,2268096.0450061434,241326.9281002085,325732.2452614388,25.912484376081647,373.3444554936224,474.8149521321564,21.37053523333264,0.7408751562391835,74.08751562391835,0.5085429554835956,0.8425837473359027,241326.9281002085,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
6,775.0,771.0,391.0,324.0,84.0,0.2125567241023262,0,0.3679747910938774,OPTIMAL,12.963000000000005,2030220.0,170301.9495145631,32850.5,19714.642311683707,0.0,259231.97344970127,121579.8225651852,1160840.651027144,2268096.0450061434,243159.6451303704,325732.2452614388,25.34983911856624,374.827052370822,474.8149521321564,21.05828793140123,0.7465016088143376,74.65016088143376,0.5118128280251023,0.848864174419358,243159.6451303704,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
7,775.0,769.0,383.0,323.0,83.0,0.2124954246878792,0,0.5860819565408849,OPTIMAL,13.620999999999997,2011880.0,168763.52621359224,32474.5,19387.973039715973,0.0,261334.03306317143,123066.6756942913,1167915.7338477834,2268096.0450061434,246133.3513885826,325732.2452614388,24.43690946500203,375.3444554936201,474.8149521321564,20.94931850647585,0.7556309053499797,75.56309053499797,0.5149322209785961,0.8586173495456989,246133.3513885826,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
8,775.0,777.0,359.0,322.0,78.0,0.2113002965697914,0,0.5399984555729439,OPTIMAL,14.734999999999996,1958540.0,164289.18058252428,31357.5,18376.04877302371,0.0,265226.6376030211,124448.9742181173,1187415.7043355932,2268096.0450061434,248897.9484362346,325732.2452614388,23.588176467925525,380.3444554936201,474.8149521321564,19.89627668933267,0.7641182353207447,76.41182353207448,0.5235297274778224,0.8688241808163093,248897.9484362346,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
9,775.0,779.0,359.0,322.0,78.0,0.2112987232925106,0,0.1687876345323321,OPTIMAL,12.831999999999995,1958980.0,164326.08932038833,31368.5,18376.048773023707,0.0,265175.16052117874,124449.06488564685,1187072.1006748397,2268096.0450061434,248898.1297712937,325732.2452614388,23.588120797950666,380.3444554936228,474.8149521321564,19.89627668933209,0.7641187920204934,76.41187920204933,0.5233782331610319,0.8687944386526998,248898.1297712937,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
10,777.0,882.0,360.0,322.0,77.0,0.2106631286204999,0,inf,OPTIMAL,15.473999999999998,1984340.0,166453.37475728153,31956.0,18397.70069996592,0.0,260997.13339552883,122399.93957655095,1168781.1712796208,2268096.0450061434,244799.87915310197,325732.2452614388,24.846286262933223,381.3444554936201,474.8149521321564,19.685668325904025,0.7515371373706677,75.15371373706678,0.5153137909891532,0.8545998955684984,244799.87915310197,325732.2452614388,tariff_050_with_h2_no_penalty,"0,50 USD/kWh | Sem penalização"
0,865.0,869.0,368.0,394.0,94.0,0.1981651551001333,0,inf,OPTIMAL,12.839,2150780.0,180414.9436893204,34179.5,19503.7277050048,0.0,215359.43314631635,55254.441288876,1141039.2007681036,2268096.0450061434,73672.588385168,325732.2452614388,77.38246997129897,362.4791496889529,474.8149521321564,23.65885950700576,0.2261753002870102,22.617530028701022,0.503082399566114,0.3267917802002331,73672.588385168,325732.2452614388,tariff_075_with_h2,"0,75 USD/kWh | Com penalização"
1,790.0,807.0,378.0,378.0,101.0,0.1974235536412891,0,0.2058608202384443,OPTIMAL,13.163,2081640.0,174615.23883495145,33665.5,19321.188849807742,0.0,220173.6535201069,57479.845974761934,1161265.1782686491,2268096.0450061434,76639.7946330159,325732.2452614388,76.47153582492166,364.9029960570767,474.8149521321564,23.148377190212766,0.2352846417507833,23.52846417507833,0.5120000014221195,0.3376846420352072,76639.7946330159,325732.2452614388,tariff_075_with_h2,"0,75 USD/kWh | Com penalização"
2,774.0,842.0,375.0,381.0,98.0,0.1959559228203064,0,0.1914132990601222,OPTIMAL,11.643000000000004,2065240.0,173239.5495145631,33479.0,19053.660260851066,0.0,218674.643768852,55444.31489435647,1162127.945689112,2268096.0450061434,73925.7531924753,325732.2452614388,77.30474821946439,364.9337210612636,474.8149521321564,23.14190624736461,0.226952517805356,22.695251780535607,0.5123803942288362,0.3294285966511233,73925.7531924753,325732.2452614388,tariff_075_with_h2,"0,75 USD/kWh | Com penalização"
3,822.0,892.0,349.0,405.0,94.0,0.1951484118319403,0,0.1209721562707512,OPTIMAL,12.641999999999998,2081440.0,174598.46213592234,33182.0,18332.5534069558,0.0,216502.3255223759,52309.49788161216,1164364.848113908,2268096.0450061434,69745.99717548289,325732.2452614388,78.58793589209952,366.50816120111705,474.8149521321564,22.81031598619373,0.2141206410790047,21.41206410790048,0.5133666410104578,0.3167939692810964,69745.99717548289,325732.2452614388,tariff_075_with_h2,"0,75 USD/kWh | Com penalização"
4,736.0,903.0,379.0,407.0,89.0,0.1950176118533702,0,0.2006154616992643,OPTIMAL,12.606000000000002,2052560.0,172175.9067961165,33399.5,18841.39634646926,0.0,217901.8710085864,54984.893209447895,1159426.3762735203,2268096.0450061434,73313.19094593053,325732.2452614388,77.49280520659292,367.4791496889529,474.8149521321564,22.60581768986257,0.2250719479340708,22.50719479340708,0.511189276497495,0.3273098032335698,73313.19094593053,325732.2452614388,tariff_075_with_h2,"0,75 USD/kWh | Com penalização"
5,705.0,873.0,374.0,391.0,94.0,0.1938315525431443,0,0.2835978425520532,OPTIMAL,11.793,2001860.0,167923.013592233,32823.5,18291.773941230134,0.0,220590.2901870429,54741.24975672858,1178648.6025444,2268096.0450061434,72988.33300897144,325732.2452614388,77.59253679340537,371.4624493069526,474.8149521321564,21.76690147626974,0.2240746320659462,22.40746320659462,0.5196643260057392,0.328007497267094,72988.33300897144,325732.2452614388,tariff_075_with_h2,"0,75 USD/kWh | Com penalização"
6,737.0,890.0,360.0,365.0,94.0,0.1924412688191752,0,0.446378357099407,OPTIMAL,11.841,1994000.0,167263.68932038834,32521.0,18089.265262702316,0.0,218601.3261216448,52564.81472626798,1176996.4956042026,2268096.0450061434,70086.41963502398,325732.2452614388,78.48342598726407,372.2922081718932,474.8149521321564,21.59214731968421,0.2151657401273592,21.516574012735926,0.51893591463893,0.3189529230551452,70086.41963502398,325732.2452614388,tariff_075_with_h2,"0,75 USD/kWh | Com penalização"
7,698.0,956.0,339.0,408.0,87.0,0.1898653074781279,0,1.3895691809387514,OPTIMAL,11.69,1944220.0,163087.96893203884,31639.0,16861.66638903781,0.0,219044.11765394063,49849.489061892375,1194430.1760295115,2268096.0450061434,66465.9854158565,325732.2452614388,79.59490152333257,379.31049633185233,474.8149521321564,20.114037136244622,0.2040509847666744,20.40509847666744,0.5266223970803126,0.3093754641827369,66465.9854158565,325732.2452614388,tariff_075_with_h2,"0,75 USD/kWh | Com penalização"
8,691.0,957.0,345.0,350.0,112.0,0.1835427784753199,0,inf,OPTIMAL,12.251,1947140.0,163332.90873786408,32441.5,17026.818146932106,0.0,203491.4230645157,30946.0609484662,1191563.8287049518,2268096.0450061434,41261.414597954936,325732.2452614388,87.33272029459725,407.290958309281,474.8149521321564,14.22111783120117,0.1266727970540274,12.667279705402748,0.525358629026543,0.231744522859336,41261.414597954936,325732.2452614388,tariff_075_with_h2,"0,75 USD/kWh | Com penalização"
0,699.0,806.0,345.0,353.0,65.0,0.201898476935883,0,inf,OPTIMAL,10.858,1862620.0,156243.07572815532,29876.0,16036.00330079698,0.0,255770.05800208804,87172.54371224852,1240213.486881928,2268096.0450061434,116230.058282998,325732.2452614388,64.31730049025094,409.8149521321564,474.8149521321564,13.6895436228614,0.3568269950974906,35.682699509749064,0.5468081872514217,0.4661886325477749,116230.058282998,325732.2452614388,tariff_075_with_h2_no_penalty,"0,75 USD/kWh | Sem penalização"
1,663.0,905.0,321.0,381.0,128.0,0.1815076115067465,0,inf,OPTIMAL,10.921000000000005,1899100.0,159303.14563106795,31725.5,15793.104243304231,0.0,204854.9459225913,25727.393104633946,1228486.8762592275,2268096.0450061434,34303.190806178594,325732.2452614388,89.46889928608505,450.0,474.8149521321564,5.22623645711342,0.1053110071391495,10.531100713914956,0.5416379429628166,0.2136385957317129,34303.190806178594,325732.2452614388,tariff_075_with_h2_no_penalty,"0,75 USD/kWh | Sem penalização"
0,569.0,962.0,311.0,386.0,102.0,0.1872625500831264,0,inf,OPTIMAL,11.800000000000002,1766840.0,148208.7145631068,29715.0,13855.94330907772,0.0,232949.79134911933,49930.61469822822,1270058.4590375023,2268096.0450061434,49930.61469822822,325732.2452614388,84.67127052215756,450.0,474.8149521321564,5.22623645711342,0.1532872947784244,15.328729477842447,0.5599667888112129,0.2652806525406671,49930.61469822822,325732.2452614388,tariff_100_with_h2_no_penalty,"1,00 USD/kWh | Sem penalização"
